gene_symbol,lr_coef,lr_abs
MYC,0.52400696,0.52400696
CD44,0.49659374,0.49659374
KLF4,0.42444563,0.42444563
SOX9,0.24035254,0.24035254
ID3,0.22411916,0.22411916
EPCAM,0.20497923,0.20497923
ID1,0.1813931,0.1813931
NOTCH2,0.16745107,0.16745107
LIN28B,0.16002452,0.16002452
ALDH1A3,0.1576956,0.1576956
ITGA6,0.15317293,0.15317293
BMI1,0.13482244,0.13482244
KLF5,0.13465263,0.13465263
ALDH1A1,0.12172648,0.12172648
EZH2,0.116989955,0.116989955
VIM,0.11166694,0.11166694
FN1,0.10992443,0.10992443
TEAD1,0.10964773,0.10964773
YAP1,0.10798207,0.10798207
DNMT3B,0.10511419,0.10511419
PROM1,0.08802318,0.08802318
TRIB1,0.07498651,0.07498651
SNAI1,0.06851622,0.06851622
CEBPB,0.067278735,0.067278735
HES1,0.06550187,0.06550187
JUNB,0.06254874,0.06254874
TIPARP,0.062410645,0.062410645
LMNA,0.06208016,0.06208016
ZFP36L2,0.05984269,0.05984269
WNT5A,0.05744299,0.05744299
SOCS3,0.05608823,0.05608823
GPRC5A,0.055555005,0.055555005
FOXM1,0.054585367,0.054585367
GEM,0.051909514,0.051909514
BCL3,0.0508007,0.0508007
GSC,0.05064191,0.05064191
NOTCH1,0.050562248,0.050562248
BHLHE40,0.050478395,0.050478395
POU5F1,0.049904138,0.049904138
KLF6,0.049598455,0.049598455
NEDD9,0.049043555,0.049043555
RPL22L1,0.048932895,0.048932895
BTG1,0.048651185,0.048651185
RASSF10,0.048484124,0.048484124
ATF3,0.048272837,0.048272837
LDHB,0.04796738,0.04796738
LEFTY1,0.047786146,0.047786146
SLC25A25,0.04693841,0.04693841
PLK3,0.04681728,0.04681728
BTG2,0.046324175,0.046324175
FAM133B,0.046086065,0.046086065
ZNF750,0.04535018,0.04535018
CSTA,0.045269653,0.045269653
FOSB,0.04494602,0.04494602
NR4A1,0.04462163,0.04462163
AREG,0.044473406,0.044473406
EGR1,0.04410625,0.04410625
ARHGEF28,0.043426517,0.043426517
CEBPD,0.043120567,0.043120567
OVOL1,0.042998154,0.042998154
AC116035.1,0.042732224,0.042732224
PTMA,0.04270074,0.04270074
ETS2,0.04250578,0.04250578
TIMP3,0.042344388,0.042344388
RAB7B,0.042340837,0.042340837
FZD7,0.042251263,0.042251263
ZNF649,0.04169832,0.04169832
CBR4,0.041150786,0.041150786
FSCN1,0.04053155,0.04053155
MAFF,0.040345743,0.040345743
TOB1,0.040305667,0.040305667
FOSL2,0.040264677,0.040264677
FABP5,0.040262762,0.040262762
TOB2,0.04020352,0.04020352
BOK-AS1,0.03982033,0.03982033
C8orf4,0.039114926,0.039114926
VIM-AS1,0.0387886,0.0387886
ELF3,0.03873148,0.03873148
ARL4D,0.038524024,0.038524024
DUSP1,0.03831219,0.03831219
UCK2,0.03824509,0.03824509
HSPA4L,0.03820004,0.03820004
PDE4B,0.03818142,0.03818142
MPZ,0.038172062,0.038172062
SERPINE2,0.03770621,0.03770621
RP11-495P10.5,0.037681565,0.037681565
TATDN3,0.037626203,0.037626203
GADD45G,0.037618376,0.037618376
CYTH1,0.03759819,0.03759819
ITGB1,0.03745518,0.03745518
AXIN2,0.03713996,0.03713996
ZNF296,0.036849916,0.036849916
EMP1,0.036800355,0.036800355
TCEAL2,0.036583513,0.036583513
SDC4,0.03658068,0.03658068
CDC42EP4,0.036538854,0.036538854
AC018890.6,0.036454923,0.036454923
DNAJB9,0.036328606,0.036328606
HULC,0.036254298,0.036254298
JDP2,0.03619612,0.03619612
MLLT4,0.036176633,0.036176633
PHLDA2,0.03606631,0.03606631
PTPRN,0.036063854,0.036063854
STK38L,0.03582925,0.03582925
RAB20,0.035799637,0.035799637
ERRFI1,0.035768073,0.035768073
YPEL2,0.035638746,0.035638746
TGIF1,0.035569534,0.035569534
NRARP,0.03542915,0.03542915
AC005481.5,0.035351794,0.035351794
RP11-79N23.1,0.035306785,0.035306785
GLMP,0.035170775,0.035170775
CALD1,0.035082776,0.035082776
RP3-438O4.4,0.03490757,0.03490757
JADE3,0.034866523,0.034866523
DNAJB4,0.03473737,0.03473737
ARHGEF15,0.034678143,0.034678143
RP11-400D2.2,0.034651574,0.034651574
RP11-525G13.2,0.03451378,0.03451378
BAMBI,0.034404147,0.034404147
LURAP1L,0.034363415,0.034363415
RP5-1050D4.3,0.034304854,0.034304854
CDC42EP3,0.034299802,0.034299802
AP001347.6,0.03428201,0.03428201
RP11-114O18.1,0.03421366,0.03421366
MNX1-AS2,0.03416395,0.03416395
LRP11,0.034122698,0.034122698
RP11-536G4.1,0.03400147,0.03400147
WHAMM,0.033976026,0.033976026
MT1M,0.033975307,0.033975307
RP11-121C6.5,0.033968635,0.033968635
RP11-70C1.3,0.033952493,0.033952493
RP5-968J1.1,0.03390369,0.03390369
RHPN2,0.033883497,0.033883497
GADD45B,0.033850767,0.033850767
UGCG,0.033756282,0.033756282
AC004221.2,0.033654716,0.033654716
CAV1,0.033641223,0.033641223
PSAT1,0.03360246,0.03360246
ZNF438,0.033536185,0.033536185
RGS16,0.033460774,0.033460774
DUSP10,0.03342437,0.03342437
SIK2,0.033382237,0.033382237
LMBR1,0.033372965,0.033372965
S100A2,0.03334449,0.03334449
RP11-47J17.3,0.033198625,0.033198625
RP11-79E3.3,0.03318653,0.03318653
RP11-686O6.1,0.03317746,0.03317746
AMD1,0.03299429,0.03299429
MYO1B,0.032890055,0.032890055
AC004862.6,0.032873545,0.032873545
RP11-93G5.1,0.032853674,0.032853674
CTNND1,0.032848828,0.032848828
SOX10,0.032781914,0.032781914
DIMT1,0.03277089,0.03277089
DSC2,0.03271025,0.03271025
NOMO1,0.032596603,0.032596603
RP11-533E19.7,0.03245359,0.03245359
ZNF430,0.032376777,0.032376777
PCDHA5,0.03235291,0.03235291
CREB3L2,0.03234599,0.03234599
PNRC1,0.032335155,0.032335155
PDK4,0.032328624,0.032328624
BMP2K,0.03231445,0.03231445
ACKR2,0.032300696,0.032300696
SERBP1,0.032291513,0.032291513
EHD4,0.03227014,0.03227014
KLF10,0.032226976,0.032226976
CTD-2561B21.11,0.032186244,0.032186244
RP11-168P13.1,0.03217444,0.03217444
ANKH,0.032170206,0.032170206
TRIM71,0.032127943,0.032127943
CLDN4,0.03212418,0.03212418
ZRANB2-AS1,0.03211921,0.03211921
STK32B,0.032069143,0.032069143
SLC4A2,0.03200479,0.03200479
TRIM47,0.03196611,0.03196611
MCM7,0.031963326,0.031963326
CTB-58E17.2,0.0319478,0.0319478
BBX,0.031945594,0.031945594
RASD1,0.031940486,0.031940486
ZFP42,0.03187765,0.03187765
LMO4,0.031737365,0.031737365
BSN-AS2,0.031705927,0.031705927
BHLHE41,0.03170385,0.03170385
FUCA2,0.031668894,0.031668894
TMEM217,0.03164827,0.03164827
SPRY4,0.031543877,0.031543877
CTA-384D8.36,0.031543475,0.031543475
ANGPTL8,0.03151884,0.03151884
RHOV,0.031515185,0.031515185
RP11-881M11.1,0.03147911,0.03147911
LPCAT1,0.03146464,0.03146464
RP11-323I15.5,0.031419255,0.031419255
ANXA1,0.031369653,0.031369653
ACTA2,0.031333912,0.031333912
EMP3,0.03132849,0.03132849
SYT3,0.031314395,0.031314395
ASF1A,0.03130947,0.03130947
PITPNA,0.03119048,0.03119048
CCDC180,0.03114599,0.03114599
SNAI2,0.031140078,0.031140078
COPB1,0.031107856,0.031107856
PIM3,0.031098938,0.031098938
SWAP70,0.030889086,0.030889086
RP11-236L14.1,0.030883778,0.030883778
NUP85,0.030878922,0.030878922
RP11-520P18.5,0.030834021,0.030834021
CH17-360D5.2,0.030806957,0.030806957
C1orf132,0.030762326,0.030762326
NELFA,0.03075978,0.03075978
MAP1B,0.030752322,0.030752322
RBM48,0.030715894,0.030715894
HELT,0.030692559,0.030692559
PML,0.030643936,0.030643936
TEX13C,0.030642891,0.030642891
LINC01269,0.03055016,0.03055016
AMIGO3,0.03052448,0.03052448
PLK2,0.030480443,0.030480443
TPM2,0.03045472,0.03045472
SOCS1,0.03044037,0.03044037
PTK2B,0.030409837,0.030409837
SCAANT1,0.030400177,0.030400177
MYO1H,0.030313637,0.030313637
ZNF121,0.030276714,0.030276714
CCDC97,0.03026461,0.03026461
CDC42BPB,0.030251658,0.030251658
FLJ37453,0.030207774,0.030207774
EIF3D,0.03015955,0.03015955
ITPKC,0.030135728,0.030135728
SLC19A2,0.030121965,0.030121965
MCL1,0.030108044,0.030108044
VASP,0.030094946,0.030094946
CCK,0.03005928,0.03005928
IGHV3-11,0.03001871,0.03001871
BGN,0.029966546,0.029966546
TSC22D1,0.02995298,0.02995298
HELB,0.029918501,0.029918501
RP11-384F7.1,0.02985452,0.02985452
RP11-268G12.1,0.029792534,0.029792534
CH17-140K24.7,0.029780393,0.029780393
NPTXR,0.029731084,0.029731084
EFNB2,0.029729277,0.029729277
BNC1,0.029677702,0.029677702
ST3GAL4,0.02959478,0.02959478
SERPING1,0.02959275,0.02959275
RP11-138A9.2,0.02958327,0.02958327
CTD-2013M15.1,0.029578859,0.029578859
LRTM2,0.029527804,0.029527804
ADPGK-AS1,0.029516045,0.029516045
PLEK2,0.029474124,0.029474124
BRD2,0.029469348,0.029469348
TMPPE,0.029445447,0.029445447
NBN,0.029412476,0.029412476
BCL11A,0.029407552,0.029407552
RP11-865I6.2,0.029378397,0.029378397
GRAMD1C,0.029277865,0.029277865
PKDCC,0.029276822,0.029276822
PPP2R2B,0.029240685,0.029240685
CDKN1A,0.029237967,0.029237967
CST9,0.029163208,0.029163208
RP11-420K14.8,0.02916142,0.02916142
TTC34,0.029105427,0.029105427
RP11-361D15.2,0.029082635,0.029082635
YBX3,0.029037768,0.029037768
RP1-90J4.1,0.029029742,0.029029742
SH3KBP1,0.029028675,0.029028675
RP5-916L7.2,0.029018128,0.029018128
RNF149,0.02900954,0.02900954
VSIG1,0.028986946,0.028986946
RALGAPA1,0.028935734,0.028935734
RP11-297D21.2,0.028909069,0.028909069
C14orf159,0.028890396,0.028890396
PI3,0.028876297,0.028876297
FBXO18,0.028812429,0.028812429
GSS,0.02878463,0.02878463
IGHV1-24,0.028774876,0.028774876
MKX-AS1,0.028774593,0.028774593
EPHB3,0.028722567,0.028722567
RNASEH1-AS1,0.028718699,0.028718699
PAXBP1,0.028709928,0.028709928
ZIC2,0.028682932,0.028682932
ANOS1,0.028680384,0.028680384
IPO5,0.028672663,0.028672663
TF,0.028628891,0.028628891
RP11-408O19.5,0.02860635,0.02860635
RP11-430G17.3,0.028592035,0.028592035
MCFD2,0.028589658,0.028589658
C16orf72,0.028585473,0.028585473
FAM3D,0.028484376,0.028484376
MKNK2,0.028474724,0.028474724
RP11-276E17.2,0.028449582,0.028449582
RP11-182J1.3,0.028445683,0.028445683
KRT9,0.028442973,0.028442973
SOX4,0.028439946,0.028439946
TLL2,0.028402066,0.028402066
CITED2,0.02839461,0.02839461
PGD,0.028344834,0.028344834
RP1-178F10.1,0.028327012,0.028327012
CCDC121,0.028299572,0.028299572
ZFP36,0.028260501,0.028260501
ATF7,0.0282313,0.0282313
MXD3,0.02821022,0.02821022
CLDN3,0.028167885,0.028167885
CDC25A,0.028167129,0.028167129
RP5-1066H13.4,0.028120365,0.028120365
FBXO33,0.028118955,0.028118955
CTSC,0.028101569,0.028101569
AC099344.3,0.028100846,0.028100846
PITPNM2,0.02805121,0.02805121
PACRG,0.02804744,0.02804744
SPARC,0.028027577,0.028027577
COL1A1,0.028024951,0.028024951
SLC15A5,0.02801154,0.02801154
C10orf10,0.028006705,0.028006705
ATP1A1,0.027993739,0.027993739
CELF6,0.027960986,0.027960986
PGM2L1,0.027947914,0.027947914
CHM,0.02794709,0.02794709
CTC-506B8.1,0.027937958,0.027937958
DLEU7,0.027925028,0.027925028
TPM4,0.027920982,0.027920982
HEXIM1,0.027916342,0.027916342
LONRF1,0.027910134,0.027910134
THBS1,0.027874993,0.027874993
FRMPD1,0.02786447,0.02786447
IVNS1ABP,0.027861642,0.027861642
PHLDA1,0.027818179,0.027818179
BDH1,0.02780345,0.02780345
CTD-2020K17.1,0.027779011,0.027779011
CSRNP1,0.027773883,0.027773883
RP11-90D4.3,0.027763957,0.027763957
RP4-735C1.4,0.027746364,0.027746364
EGR3,0.027730891,0.027730891
SPATA7,0.027723989,0.027723989
CCDC144A,0.027712835,0.027712835
AC007228.9,0.027657526,0.027657526
RP11-57G10.8,0.027606105,0.027606105
TUSC8,0.027604304,0.027604304
KLHL28,0.027601602,0.027601602
RP11-260E18.1,0.027591005,0.027591005
RP11-147L13.11,0.027585011,0.027585011
EFNB1,0.027542047,0.027542047
CTD-3252C9.4,0.027540756,0.027540756
PKDREJ,0.027532013,0.027532013
IGHV3-22,0.027505837,0.027505837
FAM208A,0.02749242,0.02749242
ATP1B3,0.027469158,0.027469158
KLHL8,0.02746609,0.02746609
TRAF3IP3,0.02742143,0.02742143
SNX21,0.027410023,0.027410023
CLCF1,0.027380627,0.027380627
SVIL,0.027372798,0.027372798
VIT,0.027340509,0.027340509
RAB38,0.027323438,0.027323438
GSTP1,0.027308136,0.027308136
CTPS2,0.027227554,0.027227554
PCGF3,0.02719359,0.02719359
CTD-2315E11.1,0.027158251,0.027158251
MFI2-AS1,0.02714234,0.02714234
EP400,0.027132833,0.027132833
LINC01133,0.027131766,0.027131766
RILPL1,0.027118733,0.027118733
ZBTB2,0.027117534,0.027117534
SFN,0.027116202,0.027116202
CAPNS2,0.027107574,0.027107574
ARMC9,0.027080553,0.027080553
PRR15,0.02704657,0.02704657
CH17-360D5.3,0.02702927,0.02702927
RP11-180C16.1,0.027024375,0.027024375
MXRA7,0.027021598,0.027021598
AQP3,0.02701535,0.02701535
LARP6,0.027009329,0.027009329
RP11-356J5.12,0.026976194,0.026976194
HNRNPA0,0.026958033,0.026958033
TPPP3,0.026933266,0.026933266
CALCRL,0.026927838,0.026927838
TNFRSF11B,0.026924102,0.026924102
ALYREF,0.026920706,0.026920706
C15orf54,0.026920369,0.026920369
COMMD4,0.02690756,0.02690756
MRAP2,0.026898207,0.026898207
CTB-12O2.1,0.026894122,0.026894122
C17orf96,0.02689293,0.02689293
BAZ2B,0.026863767,0.026863767
CPA3,0.026861489,0.026861489
GLUD1,0.026847837,0.026847837
EEF1B2,0.026835354,0.026835354
PPP1R37,0.026823113,0.026823113
RP11-733C7.1,0.026802264,0.026802264
IER3,0.026801806,0.026801806
STC1,0.026796916,0.026796916
AKR1C2,0.026745116,0.026745116
RHOG,0.026730584,0.026730584
ENC1,0.026711017,0.026711017
CRYBB3,0.026650224,0.026650224
RPUSD1,0.02664733,0.02664733
ZZEF1,0.026580459,0.026580459
RP11-1379J22.5,0.026571546,0.026571546
RP11-159G9.5,0.026532175,0.026532175
RP11-303E16.6,0.026527422,0.026527422
RP11-489O18.1,0.026517618,0.026517618
ATP5A1,0.026476294,0.026476294
F2RL1,0.026472343,0.026472343
RP11-358N2.2,0.02647146,0.02647146
LCP1,0.026455045,0.026455045
ZBTB7A,0.026422823,0.026422823
RP11-713N11.6,0.026400624,0.026400624
SH3PXD2A,0.026381077,0.026381077
WDFY4,0.026378183,0.026378183
CTD-2541M15.3,0.026360087,0.026360087
PRRC1,0.026313858,0.026313858
KLF9,0.026292244,0.026292244
CNIH3,0.026291821,0.026291821
MMADHC,0.026276788,0.026276788
CPA6,0.026240354,0.026240354
CARD19,0.026231056,0.026231056
CTB-113P19.4,0.02621777,0.02621777
NMNAT3,0.026213156,0.026213156
LINC01191,0.026188964,0.026188964
DMRTC2,0.02613981,0.02613981
HR,0.026112625,0.026112625
KPNA2,0.026106924,0.026106924
DKC1,0.026083192,0.026083192
PERP,0.02607631,0.02607631
TUBA1A,0.026071457,0.026071457
PLAU,0.026050473,0.026050473
AP001058.3,0.026047776,0.026047776
TNS4,0.026034676,0.026034676
ZNF830,0.02602616,0.02602616
ALG1L,0.025997933,0.025997933
ALDH3A2,0.025968151,0.025968151
PTER,0.02595052,0.02595052
PIK3R3,0.025907708,0.025907708
SESTD1,0.025857212,0.025857212
IRF1,0.025833882,0.025833882
ATP6V1C1,0.025831675,0.025831675
PRB4,0.025829637,0.025829637
FAM60A,0.025814105,0.025814105
RSPRY1,0.025789896,0.025789896
TMEM88B,0.025786374,0.025786374
HIST1H2BE,0.02577509,0.02577509
DDX5,0.025750948,0.025750948
CYBA,0.025742399,0.025742399
ING5,0.025729729,0.025729729
TRAV16,0.025706919,0.025706919
RAB11FIP1,0.025676973,0.025676973
RCN1,0.025666593,0.025666593
CDH2,0.02566445,0.02566445
RBM47,0.025625914,0.025625914
CXCL8,0.025611801,0.025611801
RP11-483I13.5,0.025586449,0.025586449
TMX4,0.0255763,0.0255763
HELZ2,0.025572116,0.025572116
NUDT1,0.025567163,0.025567163
RP11-143E21.3,0.025555743,0.025555743
ADH7,0.025547102,0.025547102
TCF7L2,0.025538044,0.025538044
LINC01037,0.025516761,0.025516761
CTB-31O20.2,0.025514996,0.025514996
RP11-298D21.1,0.025514595,0.025514595
FAM66A,0.025507744,0.025507744
OR10Q1,0.025501486,0.025501486
SH3D21,0.025495727,0.025495727
SLC30A4,0.02548036,0.02548036
CS,0.025473895,0.025473895
INTS12,0.025473092,0.025473092
AC243756.1,0.025468329,0.025468329
IRF2BP2,0.025456522,0.025456522
RP11-462B18.2,0.02543654,0.02543654
RP11-755O11.2,0.025420515,0.025420515
MGC45922,0.02541693,0.02541693
RUNX1,0.025408493,0.025408493
THEMIS2,0.025400082,0.025400082
TMEM55B,0.025376655,0.025376655
COLQ,0.025289536,0.025289536
EIF2A,0.025260853,0.025260853
ZP2,0.025218602,0.025218602
RP3-508I15.14,0.02520377,0.02520377
ADRB2,0.025193218,0.025193218
CTB-131K11.1,0.025173075,0.025173075
GNA11,0.025135597,0.025135597
ITGB4,0.025131246,0.025131246
AC005498.3,0.025116974,0.025116974
TTC22,0.025103882,0.025103882
RP11-554F20.1,0.025083914,0.025083914
CD40,0.025076594,0.025076594
RP11-962G15.1,0.025063803,0.025063803
GDE1,0.025027186,0.025027186
NCR3LG1,0.024994401,0.024994401
NABP1,0.024991266,0.024991266
AKNA,0.024972955,0.024972955
SEC16B,0.024971724,0.024971724
UBE2E3,0.024961865,0.024961865
SAMD8,0.024959724,0.024959724
AK5,0.024954313,0.024954313
ZDHHC15,0.024908569,0.024908569
RP1-78B3.1,0.024903344,0.024903344
AC009312.1,0.024881896,0.024881896
HOXB1,0.024844099,0.024844099
PVT1,0.024834326,0.024834326
SOCS2,0.024817213,0.024817213
RP11-6B4.1,0.024782576,0.024782576
NCOR2,0.024756666,0.024756666
MAPKAPK5,0.024722653,0.024722653
RP11-350J20.12,0.024722122,0.024722122
TRIM67,0.024721773,0.024721773
RNF185-AS1,0.024698606,0.024698606
SLC25A47,0.024691263,0.024691263
FAM53C,0.02468755,0.02468755
AQP1,0.024685685,0.024685685
SSPN,0.024684737,0.024684737
RBM34,0.024673127,0.024673127
CTC-527H23.3,0.024672935,0.024672935
AP003419.16,0.02466859,0.02466859
CTD-2384A14.1,0.024653016,0.024653016
ZNF41,0.024646308,0.024646308
MIR4432HG,0.024627443,0.024627443
SEPT11,0.02462495,0.02462495
LRRC15,0.024583329,0.024583329
QSOX1,0.024570847,0.024570847
CHADL,0.024553955,0.024553955
PCBP1,0.024546493,0.024546493
AC017002.2,0.024541833,0.024541833
TRRAP,0.024534956,0.024534956
ARPC4-TTLL3,0.024517508,0.024517508
FDCSP,0.024508009,0.024508009
SCLY,0.02450364,0.02450364
C1S,0.024485491,0.024485491
PAX7,0.02447202,0.02447202
AMPH,0.02447073,0.02447073
GDAP1,0.024462664,0.024462664
VAT1,0.024459926,0.024459926
PREP,0.024440078,0.024440078
PCDH17,0.024439389,0.024439389
ETV6,0.024434153,0.024434153
RP11-574K11.31,0.024422972,0.024422972
NOMO3,0.024412671,0.024412671
SPHK2,0.024390439,0.024390439
PPRC1,0.024350809,0.024350809
KRT5,0.024339173,0.024339173
RIN2,0.024333296,0.024333296
MRPS17,0.024331216,0.024331216
C10orf95,0.024323992,0.024323992
RP11-507B12.2,0.02432229,0.02432229
DFFA,0.024312593,0.024312593
SLC5A5,0.024309162,0.024309162
BZRAP1-AS1,0.024308229,0.024308229
COL3A1,0.024304617,0.024304617
ZSCAN16,0.024265196,0.024265196
GPR31,0.02426046,0.02426046
LINC00640,0.02423698,0.02423698
DUBR,0.024222933,0.024222933
NUP153,0.02420979,0.02420979
FLJ22447,0.0242088,0.0242088
AKR1E2,0.024188388,0.024188388
PTRF,0.024178464,0.024178464
RP11-81A22.5,0.024158407,0.024158407
RP11-1029J19.4,0.024157425,0.024157425
MGLL,0.024140822,0.024140822
PTPRO,0.024135528,0.024135528
TMEM102,0.024122939,0.024122939
MPZL3,0.024113009,0.024113009
CLPX,0.02410591,0.02410591
RP11-388P9.3,0.024088277,0.024088277
SOX2,0.024086833,0.024086833
KLHL26,0.02406047,0.02406047
CORT,0.024039617,0.024039617
AC013461.1,0.024034258,0.024034258
RP4-794I6.4,0.024031097,0.024031097
RUNX1T1,0.024028998,0.024028998
MALL,0.024022758,0.024022758
PARVB,0.024009293,0.024009293
C10orf88,0.02399318,0.02399318
STON2,0.023970261,0.023970261
RSBN1,0.023964541,0.023964541
COASY,0.023928102,0.023928102
THUMPD3-AS1,0.023917032,0.023917032
EMC8,0.02391582,0.02391582
RP11-834C11.8,0.023910733,0.023910733
RTN4,0.023882331,0.023882331
COG8,0.023873836,0.023873836
FAM170A,0.023855638,0.023855638
YRDC,0.02385451,0.02385451
KB-1410C5.5,0.023845663,0.023845663
RP11-350G8.5,0.023833668,0.023833668
PRKCSH,0.023821184,0.023821184
RAN,0.023809122,0.023809122
RP11-519G16.5,0.0238071,0.0238071
F2R,0.023804612,0.023804612
RP13-297E16.4,0.023801308,0.023801308
ADRBK1,0.023786206,0.023786206
MTERF3,0.02378522,0.02378522
SLC37A2,0.02375172,0.02375172
ELMSAN1,0.023738943,0.023738943
BMPR2,0.023728527,0.023728527
TUBA1C,0.02371342,0.02371342
SLC38A2,0.02366469,0.02366469
XX-C2158C12.2,0.023661163,0.023661163
CYSLTR2,0.02366105,0.02366105
CTA-373H7.7,0.023649527,0.023649527
MXD1,0.02363894,0.02363894
RP11-84G21.1,0.023620553,0.023620553
YBX1,0.023613174,0.023613174
RP3-413H6.2,0.02361131,0.02361131
TMEM72-AS1,0.023604147,0.023604147
UVSSA,0.023586279,0.023586279
CCNE1,0.02358336,0.02358336
AC004754.3,0.02357956,0.02357956
RNU12,0.023564324,0.023564324
ADM,0.023562953,0.023562953
C2orf72,0.023541419,0.023541419
PPP1R1C,0.023540912,0.023540912
ANKRD10,0.023537423,0.023537423
MTA3,0.023533138,0.023533138
ATG5,0.02352014,0.02352014
PPFIBP1,0.02350488,0.02350488
IGSF8,0.02348321,0.02348321
NTAN1,0.02347552,0.02347552
GSN,0.023467563,0.023467563
SERPINE1,0.023462972,0.023462972
PCDHB8,0.023456533,0.023456533
CAPRIN2,0.02345489,0.02345489
TINCR,0.023451203,0.023451203
PDSS2,0.023448847,0.023448847
CUEDC2,0.02343066,0.02343066
LRP1,0.02343032,0.02343032
C21orf62,0.023428319,0.023428319
SEZ6L2,0.023411702,0.023411702
TLE6,0.023407752,0.023407752
ZNF486,0.023406453,0.023406453
RP11-680F20.12,0.023402324,0.023402324
RP11-10O22.1,0.023371322,0.023371322
GS1-259H13.2,0.023330523,0.023330523
RXFP3,0.023329612,0.023329612
CLK1,0.023325492,0.023325492
ID2,0.023311108,0.023311108
SLC45A1,0.023303036,0.023303036
PLXND1,0.02329096,0.02329096
RP11-729L2.2,0.023279745,0.023279745
RPGR,0.02322632,0.02322632
AIM1,0.023211297,0.023211297
RP11-574F21.3,0.02319052,0.02319052
RNF34,0.023189254,0.023189254
HK2,0.023183284,0.023183284
TTLL4,0.023162533,0.023162533
VIPR1,0.02315187,0.02315187
MN1,0.023150835,0.023150835
HEY2,0.023144588,0.023144588
ZDHHC19,0.023144014,0.023144014
TMEM176B,0.023132915,0.023132915
EGOT,0.023130434,0.023130434
AKAP13,0.02312519,0.02312519
PCDHB4,0.023100987,0.023100987
SACS,0.023086257,0.023086257
RP11-336A10.2,0.023086134,0.023086134
BIN3,0.023079094,0.023079094
LINC00996,0.023065338,0.023065338
NCBP3,0.023049554,0.023049554
CTA-204B4.2,0.023044104,0.023044104
INSR,0.02302023,0.02302023
GPR82,0.023003086,0.023003086
FRAT2,0.023000035,0.023000035
AFAP1L2,0.022994794,0.022994794
SLC35F3,0.022989491,0.022989491
AKR1B1,0.0229882,0.0229882
AC007906.1,0.022979382,0.022979382
KLF7,0.022978362,0.022978362
DZIP1L,0.022950461,0.022950461
RASL11A,0.022949604,0.022949604
NANOG,0.022935165,0.022935165
ASAP1,0.022930216,0.022930216
KIF12,0.02292933,0.02292933
RP11-162G10.5,0.0229289,0.0229289
CXorf58,0.022913704,0.022913704
FHL1,0.022908727,0.022908727
HLA-DRA,0.02290801,0.02290801
LINC01176,0.022906153,0.022906153
ROBO3,0.022903625,0.022903625
SLC29A1,0.022899847,0.022899847
UGDH,0.022886032,0.022886032
PCDHA13,0.022832204,0.022832204
IL1RAPL1,0.022831528,0.022831528
P3H2-AS1,0.022831297,0.022831297
SLC1A4,0.022828838,0.022828838
CFAP47,0.022824788,0.022824788
HSD3B1,0.022821788,0.022821788
RP11-16L9.2,0.022821788,0.022821788
RIPPLY1,0.022801679,0.022801679
TLE3,0.022795686,0.022795686
RP11-108M9.6,0.022781234,0.022781234
RP5-1069C8.3,0.02277778,0.02277778
CDK2,0.022777405,0.022777405
CNKSR3,0.022758575,0.022758575
NR4A2,0.022747342,0.022747342
NOMO2,0.022742668,0.022742668
CASC8,0.022739962,0.022739962
VPS13A-AS1,0.02273747,0.02273747
CCDC154,0.022735955,0.022735955
ARHGAP5,0.022727942,0.022727942
CCP110,0.02271996,0.02271996
ADGRG1,0.022706715,0.022706715
INHBA,0.022695921,0.022695921
RPF2,0.022695608,0.022695608
RP11-344A16.2,0.022693118,0.022693118
TTC39C,0.022682097,0.022682097
FZR1,0.022651417,0.022651417
TUBB3,0.022594683,0.022594683
CNGA4,0.022594584,0.022594584
RP11-123O22.1,0.022590837,0.022590837
GMEB1,0.022585891,0.022585891
FCF1,0.022583693,0.022583693
RP11-402L1.4,0.022563586,0.022563586
C1orf131,0.022552451,0.022552451
WHSC1L1,0.022551034,0.022551034
RP4-794H19.1,0.02253529,0.02253529
POLR2M,0.022513997,0.022513997
KRTAP21-2,0.022480318,0.022480318
CDAN1,0.022477558,0.022477558
SNHG21,0.022476677,0.022476677
AP001628.6,0.0224673,0.0224673
ANKRD63,0.022464467,0.022464467
DLX4,0.022451123,0.022451123
RP11-1M18.1,0.022440776,0.022440776
NRP1,0.022435982,0.022435982
STAB2,0.022413446,0.022413446
FAM231D,0.022413196,0.022413196
AC002985.3,0.022408837,0.022408837
JAG1,0.022405744,0.022405744
GMDS-AS1,0.022393478,0.022393478
FAM57A,0.022391558,0.022391558
CTD-2026D20.2,0.022371842,0.022371842
AC016738.4,0.022366567,0.022366567
PLXNA4,0.022363655,0.022363655
GSDMB,0.022359647,0.022359647
ARL8A,0.022359403,0.022359403
ZMIZ1,0.022314599,0.022314599
IL20,0.022312725,0.022312725
CD34,0.02229953,0.02229953
GTPBP3,0.02229743,0.02229743
RP11-75C10.9,0.022291504,0.022291504
HAS3,0.022278916,0.022278916
METAP1D,0.02226959,0.02226959
UTP11L,0.022269003,0.022269003
RP11-196G11.2,0.02226819,0.02226819
ZYG11B,0.022264875,0.022264875
CDR2,0.022252528,0.022252528
DVL1,0.022246303,0.022246303
IER5,0.02224617,0.02224617
MIDN,0.022226194,0.022226194
ZNF197,0.022222875,0.022222875
A2M,0.022220602,0.022220602
