PATIENT_ID,Consensus_16,Stage1_DE_top50,Stage2_Geneformer_top50
MB-0402,0.8674684932737421,0.962418259399285,0.34400382177514666
MB-0403,0.8094388482976712,0.9645531398755273,0.1589461200773349
MB-0404,0.7648231044177847,0.8750028711043832,0.20474500528745512
MB-0405,0.7772610240121842,0.8077443148172078,0.24140071721348338
MB-0406,0.805367885191457,0.8737934905873637,0.2643730136247151
MB-0408,0.8007465159573625,0.8984469106754052,0.26797424849814144
MB-0410,0.8206575716232736,0.9164659814742893,0.2248701106920763
MB-0411,0.8164604510253045,0.9256721784127903,0.2489870298120804
MB-0412,0.7135327456652318,0.8251041863967823,0.15593075849044333
MB-0413,0.809375729115896,0.864925997381482,0.21185488548216067
MB-0414,0.8960231349575637,0.9433972089659866,0.24011400573084163
MB-0417,0.7294847131337407,0.8090156799026076,0.22277132782062056
MB-0418,0.751631997904392,0.809527855063499,0.2301292130915211
MB-0419,0.8141802776737899,0.856791160277462,0.28071733906477536
MB-0420,0.8465093275412398,0.9393806882389888,0.3367404704360734
MB-0421,0.8196345087673613,0.8575279352655739,0.2803275781167308
MB-0422,0.7780782499050674,0.8608727519610655,0.2703628334625109
MB-0423,0.8470483267530028,0.9508403746782589,0.31656477214516776
MB-0424,0.7933572862791735,0.964558868640304,0.26290134043986096
MB-0425,0.8225683130167427,0.8895212213797354,0.2712454962236785
MB-0426,0.8460711833234581,0.9560182618911741,0.3095946822073434
MB-0427,0.7978955440847231,0.9126246478472757,0.20312176875624088
MB-0428,0.8015720346297794,0.8793158335646502,0.26913297197871605
MB-0429,0.7747826563122073,0.8448221516826939,0.24165315490697453
MB-0431,0.84870827126601,0.9231986211830008,0.24250123685781455
MB-0432,0.7555639492839222,0.9023551479042752,0.17414108430798061
MB-0434,0.7650127693508342,0.821067115968481,0.2230685306816057
MB-0435,0.7955514017397599,0.9156561523659696,0.21993802854593933
MB-0436,0.8100709022816737,0.9156482778564752,0.34746345043255317
MB-0437,0.79789315001289,0.895357060240376,0.20207412288665322
MB-0438,0.7976775458043883,0.8884500149486901,0.21562154824751803
MB-0439,0.6759927045554623,0.804395664329618,0.12352961012315197
MB-0440,0.7131323967404182,0.8273124628193184,0.16100158114786314
MB-0442,0.8580207714589857,0.9523330109752434,0.262138801157498
MB-0443,0.7722601057774899,0.8928231880350637,0.18757677786955138
MB-0444,0.8154882135366858,0.8892295732620016,0.2538500092598357
MB-0445,0.8108862839095884,0.8919355917331215,0.26222830689952425
MB-0446,0.8668490568160334,0.959056153755488,0.37650933788752755
MB-0448,0.6918903513321109,0.7887129047950133,0.18542873736952079
MB-0449,0.7752666071718428,0.8730037698411676,0.2967243771695531
MB-0451,0.7809122884081974,0.910777894078883,0.24298467329821682
MB-0452,0.848298053114537,0.9232782844770833,0.21248297146739803
MB-0453,0.8318679603106003,0.8759406229445816,0.3023603738895861
MB-0454,0.7494390038858157,0.8040847112058623,0.23924805990779138
MB-0455,0.8445078824481608,0.9039367224263832,0.18617439408664407
MB-0458,0.8168473343294497,0.9503588755819954,0.344387784341032
MB-0459,0.8032859867610037,0.8615181799048616,0.2442361041356646
MB-0460,0.8480349249394795,0.9602315027524889,0.26479067299077913
MB-0462,0.8360476408566456,0.8859149063838315,0.20737641318620506
MB-0463,0.8095273531517622,0.8918498648683911,0.2629870805555551
MB-0464,0.7969830713998557,0.9148110676181548,0.2053094841577709
MB-0465,0.848320166694236,0.8827186512502899,0.3548518613496081
MB-0466,0.7728607791875868,0.8977774652362572,0.24510885605838204
MB-0467,0.845186127192284,0.9042894071882026,0.3454927349053741
MB-0468,0.702262883184664,0.851322354638931,0.20068652399028572
MB-0469,0.7920082919758777,0.8827953487792779,0.2236332648607243
