gene,spearman_r,pval
TMEM123,0.28559002656843824,0.0
HMGCS2,0.28584280091398195,0.0
IGHG3,0.28584376927594674,0.0
WFDC2,0.28725024466578214,0.0
MYBPC1,0.2923838160508005,0.0
SAA1,0.30016994263175695,0.0
IGHA1,0.30755119353349253,0.0
SCGB1B2P,0.36360454902055794,0.0
RPS20,0.36752427384068975,0.0
RPS17,0.39164785612632164,0.0
MRPL12,0.40803123565574106,0.0
RPL13A,0.42943547059072135,0.0
NDUFC2,0.43375948661768304,0.0
IGKV7-3,,
IL3,,
FNDC9,,
IL17A,,
IL17F,,
TRGV11,,
TRBV11-1,,
TRBV6-8,,
IL22,,
TRAV40,,
TRDV3,,
CTD-2008A1.3,,
RP11-20G13.3,,
IGLV3-6,,
IGKV1-13,,
IGHV3-65,,
IGHV3-75,,
IGHV3OR16-6,,
IGLV2-33,,
IGLV3-12,,
AC136616.2,,
AC141272.1,,
TCF21,,
RP11-362A1.1,,
MMP8,,
IGLV2-34,,
TRBVB,,
RP11-367J7.3,,
RFPL4AL1,,
RFPL4A,,
IGHV3-60,,
IGLV3-24,,
SFTPA1,,
RP11-294C11.2,,
IGHV3OR16-7,,
IGLV7-35,,
SLCO1B7,,
