gene_symbol,wilcoxon_score,log2fc,pval,pval_adj
SLC48A1,1.1655301,-0.27003163,0.24380448384493414,0.6315593934624
SEPT5,1.1650598,-0.14793487,0.2439947986121619,0.6319973296572358
RP11-83A24.2,1.164431,-0.15496396,0.24424940414249674,0.6325466016347754
SPTBN5,1.1637152,-0.017354105,0.2445394259916992,0.6332425320511402
RAB6B,1.1632092,0.091034375,0.24474465873058526,0.6336636135524636
LACE1,1.162905,-0.023738137,0.24486806382519388,0.6339279183033948
SLC35B1,1.1618289,-0.16121376,0.24530499871964706,0.6348932387649082
CEP350,1.1614326,-0.20135269,0.245466003151266,0.6352101166300471
RP11-1114A5.4,1.1614224,0.41215867,0.245470159085166,0.6352101166300471
ZNF529-AS1,1.1613432,-0.32298023,0.24550236924623614,0.6352381816028491
KNTC1,1.160993,0.017667186,0.24564475287549925,0.6355512910935623
ARL4D,1.1608958,0.013912249,0.24568425640191105,0.6355981898197182
RP11-299J3.8,1.1602364,-0.17534676,0.24595258235817496,0.6362004939005973
BAIAP2-AS1,1.1602185,-0.037861023,0.24595986538147396,0.6362004939005973
ESPL1,1.1599551,0.2126707,0.24606704734750073,0.6363670104186517
HTN1,1.1581506,6.373008,0.24680259346522282,0.6381027401305626
SUV39H1,1.1578362,0.12188285,0.24693089840631877,0.6383789585527412
WISP1,1.157762,3.468846,0.24696115597008894,0.6384016736618549
TNFSF4,1.1576291,2.8365653,0.2470154174150594,0.6384417177118938
EBF3,1.1576189,2.9136455,0.24701959171821297,0.6384417177118938
IL22RA2,1.1570617,1.9541347,0.24724716596687346,0.638918823717456
COQ5,1.156778,-0.20953323,0.24736309732092343,0.6391628550137322
ANGEL2,1.1561389,-0.31395736,0.24762434335819516,0.6397822906733764
PAFAH2,1.1559676,-0.19719788,0.24769439010163496,0.6399076636451397
CACNA2D4,1.1557913,1.5199951,0.24776654228841843,0.6400384536804123
CLDN11,1.1556021,1.5404973,0.2478439392417533,0.6401827682629703
GPR155,1.1552929,0.16662927,0.24797053017176562,0.6404541151491581
DNER,1.1549171,1.000357,0.24812438332724063,0.6407958211994134
ATG2B,1.1541554,-0.17577596,0.24843648103563154,0.641546108271012
CDH12,1.1539764,1.003966,0.2485098323888254,0.6416797956072032
ZNF268,1.1536901,-0.14392164,0.2486272260602247,0.6419271719736593
GLTSCR1,1.1533732,-0.12179818,0.24875724285993028,0.6421540444019317
PRIMA1,1.1533706,0.99686676,0.24875829157573903,0.6421540444019317
CDSN,1.1528262,-0.099826895,0.24898173851143457,0.6426750613039747
NKX3-1,1.1525425,0.08261232,0.2490982382928869,0.6429199582606255
C18orf54,1.152453,0.57392955,0.2491349803594355,0.6429589767404822
MB21D2,1.1515839,0.64826894,0.24949210045894,0.6438247372804776
LRRC49,1.15152,0.05289074,0.24951837340214622,0.6438366568051734
FGFR1OP,1.1514535,-0.23705699,0.24954569931401294,0.6438512910190513
MFSD2B,1.1508043,0.48647693,0.2498127624628409,0.6444844135624858
HLX,1.1501218,0.6771255,0.2500937093997819,0.6451532415047472
RRAGD,1.1498687,0.3281178,0.2501979367991235,0.645366119098494
FAM229A,1.1497537,-0.22258139,0.2502453229169198,0.6454323548133915
LINC01534,1.1496259,-0.21555015,0.2502979815094306,0.6455121766172175
NDUFV2-AS1,1.149107,-0.20836203,0.250511854877539,0.645951693788385
AC079922.3,1.1484756,0.001892421,0.250772257069527,0.6465164514859111
ADSS,1.1484705,-0.062778965,0.2507743663601726,0.6465164514859111
ZNF740,1.1462033,-0.04697081,0.25171105770374647,0.6488750545088863
TTLL1,1.14583,-0.17723128,0.25186547046381547,0.6492168212657673
ARFGAP1,1.1455514,-0.28143078,0.2519807942814416,0.6494577805452586
ZMYM6,1.1452575,-0.12190545,0.252102506108447,0.6497151611443576
C10orf95,1.1448766,0.42153448,0.2522602632492562,0.6500318526198896
ZBTB8OS,1.1448025,-0.19925183,0.25229097565780534,0.6500318526198896
DIDO1,1.1441379,-0.2699806,0.2525664447284697,0.6505434204433997
C1orf162,1.1441123,1.9420666,0.25257704387712665,0.6505434204433997
IGLV2-18,1.1429315,1.8772762,0.2530670625527758,0.6516361800365187
FAM13C,1.1428343,1.9173725,0.2531073965733537,0.6516836008239977
RP11-221N13.3,1.1425327,21.942774,0.25323267286194795,0.6518932521389003
SELPLG,1.1423895,1.8630104,0.2532921411240665,0.6519898910953051
RASL12,1.142272,2.9309049,0.25334099732904014,0.6520591995831329
EPHA7,1.1421391,3.9295053,0.2533962339845811,0.6521048765105028
SEL1L,1.141978,-0.25171903,0.2534631665520972,0.652137873716294
NPIPB4,1.1419499,0.2651374,0.2534748544531781,0.652137873716294
CH17-360D5.2,1.1419345,1.347911,0.25348122983012844,0.652137873716294
DOPEY1,1.1401044,0.0800707,0.2542428266222003,0.6538709423023857
LIN37,1.1398871,-0.07814866,0.25433334527044427,0.6540207300266341
AC007743.1,1.139859,1.2315332,0.25434506108693944,0.6540207300266341
RPS4X,1.1396468,0.050590105,0.2544334743538138,0.6541349323788972
ZNF141,1.1392685,-0.047691118,0.2545911799770796,0.6544837933821984
RP11-872J21.3,1.1391867,-0.2690385,0.2546252874287852,0.6545148846822919
ZFP28,1.1387675,0.17508115,0.25480013800477164,0.6549077198561442
EHD3,1.1386832,0.9993924,0.2548353314421422,0.6549415601840448
LPAR6,1.1376275,0.012353524,0.25527606856314145,0.6560175753317099
CABLES1,1.1352273,-0.3056217,0.25628010311298466,0.6583756676471435
USP16,1.1351454,-0.1003884,0.25631436767348714,0.6584013040203709
CPA6,1.1349155,0.651561,0.2564107538078244,0.6585846249074545
HOXC13,1.1348695,-0.028894482,0.2564300340548751,0.6585846249074545
PITPNM2,1.1348132,0.565779,0.25645360016846963,0.6585882616867427
RELL1,1.1335019,-0.15194657,0.2570035455439744,0.6598295846350912
ZNF649,1.1330137,0.13785927,0.25720851000025946,0.6602426517104851
DNLZ,1.1330111,-0.16511117,0.25720958341102107,0.6602426517104851
AL592183.1,1.13296,0.43309036,0.2572310522790926,0.6602426517104851
NUBP1,1.1323644,-0.1908086,0.2574812562255616,0.6608278110793805
RP11-152N13.5,1.1318915,-0.070356525,0.25768003622841373,0.6612809008440726
NEURL2,1.1316692,0.15282436,0.2577735533460175,0.661463800952545
CLPTM1,1.1311069,-0.1411073,0.25801013843321596,0.6619566352605756
DCUN1D2,1.130864,-0.12417722,0.2581123467105175,0.6621617260348419
ZBTB33,1.1307821,-0.25250885,0.25814678108203526,0.6621929291616042
MIR762HG,1.1297163,-0.2972646,0.25859579519848375,0.6632302923002257
ZRANB3,1.1296319,-0.114608206,0.2586313517889707,0.6632642731362312
OGFOD3,1.1281289,-0.20981173,0.25926547369556274,0.6647184900741715
RASSF5,1.1280344,-0.016081002,0.2593054119081194,0.6647635637406548
CCDC134,1.1279219,-0.0895774,0.2593529115452682,0.6647706999116775
TADA1,1.1277966,-0.2735887,0.259405815960562,0.6648489893936204
MOCS1,1.1274848,0.44093516,0.25953756962700014,0.6651293361247711
TRIM66,1.1273468,0.07452145,0.2595959016161279,0.6651807711876162
FRMD6-AS1,1.1273314,-0.13838251,0.25960238350859643,0.6651807711876162
BMP5,1.1271703,4.974126,0.25967045014583,0.6652978452551456
IGFL4,1.1268816,21.738739,0.25979256888150326,0.6653813808729206
ABCA13,1.1268816,22.34964,0.25979256888150326,0.6653813808729206
GRIPAP1,1.1265723,-0.20794739,0.25992337726779713,0.665659067726392
PRR5L,1.1257594,1.7318733,0.26026737202261785,0.666482626160408
LINC00342,1.1255498,-0.100864135,0.2603561261435141,0.6666505152528348
DICER1-AS1,1.1254987,-0.061377585,0.26037777666670603,0.6666505152528348
LINC00887,1.1247063,0.20484169,0.26071351908815477,0.66745264879009
SELO,1.1241746,-0.33912328,0.26093895923063326,0.6679722836680515
IL10RA,1.1241056,1.3401335,0.260968232978512,0.6679897099819299
LBH,1.1234819,0.2772758,0.2612328839295921,0.668609566831244
PRNCR1,1.1229553,0.00584799,0.26145646316977567,0.6691242054937976
AC010883.5,1.1228735,0.84143937,0.2614912057919224,0.6691312755737515
PIGG,1.1228429,-0.20704325,0.2615042350979381,0.6691312755737515
C1GALT1C1L,1.1224748,0.8117955,0.26166062177402694,0.6694738204291492
ZNF726,1.1209233,-0.23611991,0.26232054548771566,0.671046784735976
AC093627.9,1.120844,0.6388163,0.26235427917412024,0.6710753426259564
INTS9,1.1202357,-0.31950527,0.262613366638906,0.6716802778730832
RP11-611O2.5,1.1201437,0.6288192,0.26265257171797607,0.6717227692147414
B3GAT2,1.1190138,0.46536666,0.26313425240303534,0.6728382011427803
TMEM167A,1.118955,-0.010196899,0.26315933391307533,0.6728382011427803
PPP1R36,1.1188987,0.7236047,0.26318332646665066,0.6728382011427803
OPLAH,1.1188554,-0.036731407,0.26320186720114613,0.6728382011427803
AVIL,1.1181984,0.4736797,0.26348226931062224,0.6734392085801367
PPP2R3B,1.1140933,-0.06292374,0.26523917790685725,0.6777549395586616
SFI1,1.1139399,-0.231024,0.26530497185400304,0.6778648043426203
GSR,1.1138402,-0.10780583,0.2653477439477857,0.6779158335452408
C17orf96,1.1136255,0.38567767,0.26543988458925616,0.6780929709160884
CPNE7,1.1133059,0.1649663,0.2655770394309802,0.6783850612887744
RNF5,1.1120178,-0.11085386,0.26613054281036563,0.6796327464397671
QDPR,1.1119998,-0.3726845,0.2661382359438532,0.6796327464397671
IGHV3-15,1.1119972,1.5006137,0.26613933497541853,0.6796327464397671
LINC01138,1.1114272,-0.22178468,0.2663844970399216,0.6800970505313403
AC104654.2,1.1112304,22.070177,0.2664691854963346,0.6801964536712325
ENPEP,1.110985,2.7450843,0.2665747970494353,0.6802908283126651
C9orf170,1.1108572,2.6453226,0.26662981447123124,0.6803369113968334
LINC00239,1.1108367,1.6773884,0.266638617983631,0.6803369113968334
TCEA2,1.1091548,-0.27138284,0.2673633916147018,0.6820443634174111
GDAP1,1.1087075,-0.25642502,0.26755637836831536,0.682444350864298
FAM78B,1.1086488,1.5218838,0.267581749459468,0.6824505195297961
GPRIN3,1.1085823,0.82390916,0.2676104318146979,0.682465131584734
KCTD11,1.1081401,-0.3541408,0.26780133360673897,0.6828934006971844
FRAS1,1.1080455,1.1948751,0.26784217445953573,0.682938973776295
TMPPE,1.1078717,1.3202792,0.26791724448571086,0.683010973892242
RAB9A,1.1078665,-0.12890108,0.2679194526465156,0.683010973892242
B4GALT6,1.1078205,1.3971592,0.26793932665654696,0.683010973892242
SPRED3,1.1049935,0.71654004,0.2691624179480878,0.6860111583105174
KHNYN,1.1033933,-0.28915074,0.26985638786363964,0.6876619798037023
LINC01004,1.1027492,0.36324534,0.27013609573279573,0.6881978009102232
NOTCH4,1.1023197,0.5082357,0.27032267806337806,0.6885692911686694
CYP3A5,1.1016859,0.5012381,0.2705982705861405,0.6891980794361586
TOR3A,1.1008245,-0.12567213,0.2709730738449937,0.6900935678486679
PIGN,1.099439,-0.32434022,0.2715766190017771,0.691512170315992
ALS2CL,1.0992525,-0.019853732,0.271657978589835,0.6916207439495561
HAUS5,1.0992346,-0.23584479,0.27166578107109496,0.6916207439495561
C11orf80,1.0989329,-0.22230053,0.2717973317106669,0.6917978202715397
CLCN5,1.098915,0.10240814,0.27180513693243624,0.6917978202715397
POLK,1.0987335,-0.29431123,0.27188431285471415,0.6919149437620088
RP11-539I5.1,1.0987029,-0.11918579,0.2718976962605627,0.6919149437620088
PUSL1,1.0977725,-0.25791708,0.272303873928572,0.6928892668821764
PRMT7,1.0973175,-0.31394136,0.27250265038641996,0.6932764014665376
INPP4A,1.0968318,-0.05990362,0.27271493703593863,0.693757120370428
IGHV3-53,1.0964203,1.537772,0.2728949105723829,0.6941047142768552
RP11-147L13.11,1.0962847,0.045338802,0.27295417428933266,0.6941875343550362
TMEM244,1.0955563,6.279283,0.2732730074784758,0.6949389609440234
ELAVL2,1.0953288,1.005144,0.2733726250891958,0.6951328368919062
BAP1,1.0952189,-0.45235658,0.2734207638408469,0.695167992789764
PLPP6,1.0951575,-0.23288655,0.2734476345012403,0.695167992789764
RP11-876N24.4,1.0951371,2.331627,0.27345659178922677,0.695167992789764
RP11-448A19.1,1.0944495,-0.4641615,0.27375789737576506,0.6958555062338826
OPRK1,1.0943626,2.327483,0.2737959967559902,0.6958555062338826
ST8SIA4,1.0943166,1.9147905,0.2738161684831667,0.6958555062338826
LHFPL4,1.0943063,1.5831778,0.2738206512271357,0.6958555062338826
PRSS36,1.0941862,-0.010829717,0.273873327225827,0.6959298896167434
VPREB3,1.0940788,1.7450194,0.27392040525389305,0.6959900366957786
ANKDD1A,1.0934653,1.2835134,0.27418952864558344,0.6964952802408486
DAPK3,1.0928161,-0.15358533,0.2744745476016258,0.6971597235468256
TLR6,1.0925273,1.3936766,0.27460141239055924,0.6973827726228009
TRAF3IP2-AS1,1.0925094,0.07411861,0.27460927258829426,0.6973827726228009
ARHGEF12,1.0921797,-0.27318013,0.2747541523113146,0.697691110314486
LINC01465,1.0919011,0.9615132,0.2748766107382976,0.6979424651649703
SPATA13,1.0894496,-0.27189353,0.2759556264320364,0.7004515227298856
RP11-268G12.1,1.089442,0.7035088,0.2759590063988794,0.7004515227298856
ZSCAN9,1.089125,-0.22344841,0.2760987363998788,0.7006639391080641
AC012358.8,1.0890919,0.6678123,0.27611338830690435,0.7006639391080641
ZNF688,1.0885857,-0.35326487,0.27633661366575923,0.7011705524939426
ZNF383,1.0870827,-0.03335726,0.2770002505018214,0.7026745540628493
ZNF502,1.0869575,0.5216119,0.27705560255210493,0.7027550102953196
UBR1,1.0865664,-0.2811566,0.2772284850093575,0.7031335447226159
DVL3,1.0855311,-0.2981324,0.27768646974574474,0.7040548993732606
RP11-849H4.4,1.085273,0.37245718,0.27780076344405613,0.7042846264906311
COG7,1.0844806,-0.28603005,0.278151765902114,0.7050542587866628
CD248,1.0843247,3.008649,0.2782208696578904,0.7051693050497021
ACTR3C,1.0842658,-0.14895295,0.2782469282057254,0.7051752400563274
P2RY11,1.0842097,0.38762388,0.2782718553276048,0.7051783068657353
GOT1,1.0823743,-0.14831336,0.2790862202471871,0.7071214816028645
AAAS,1.0823131,-0.25870878,0.27911346932464254,0.7071302644367414
CDH24,1.080723,0.35416824,0.2798203057096005,0.7086450481421743
GLTSCR1L,1.0803832,-0.24697581,0.27997160370416607,0.7089276149564778
RP11-245D16.4,1.080125,0.16954379,0.28008653630381275,0.7091121410014701
CALB1,1.0799282,22.708845,0.2801741797203434,0.7092105076902608
PRDM8,1.079877,3.7175124,0.28019694729214994,0.7092105076902608
HSD11B1,1.0797747,4.0853972,0.28024248620659287,0.7092653934610679
DCX,1.0796112,3.0261269,0.2803153589276385,0.7093894431011554
RP11-395B7.4,1.0794783,3.7784312,0.2803745774911869,0.7094789202166348
KCNE3,1.079279,3.020412,0.2804634212692514,0.709582956483888
ZNF696,1.0792099,0.15443318,0.280494179339395,0.7095947790597801
NT5DC4,1.0791613,2.6979797,0.28051582528061936,0.7095947790597801
ECM2,1.078507,1.4632213,0.28080758648335535,0.7102408096186456
PLSCR2,1.0781696,1.4887675,0.28095810633833984,0.7104113764569997
GPR89B,1.0781133,-0.10317496,0.2809831983052865,0.7104144077560446
RHEBL1,1.0779344,1.1482884,0.28106304650308,0.7105558678408365
RHBDD1,1.0775919,-0.12666726,0.2812159417301021,0.7108819584646426
CEP44,1.0763675,-0.30296466,0.2817629466357965,0.7122041734525323
KIAA1328,1.0763036,-0.21906888,0.2817915157585127,0.7122158396844489
FBXO42,1.0759917,-0.33104405,0.2819309612703206,0.712507715380403
SMCR8,1.0756058,-0.16629182,0.28210361847267407,0.7128834683025682
VPS50,1.0754422,-0.33926862,0.2821768193172435,0.7130078498138523
ZNF697,1.0750357,0.8312384,0.2823587334122758,0.7133462673589257
PRKAG1,1.0747571,-0.2311934,0.2824834877471184,0.7136008106359449
USP30-AS1,1.0746447,0.6146572,0.2825338578802694,0.7136674196205972
IGHMBP2,1.0736529,-0.2769699,0.2829782944431084,0.7147293262552618
GGACT,1.0735251,-0.10336283,0.283035601635088,0.714813347780181
ZCRB1,1.0725205,-0.030565608,0.28348630997250657,0.7158908148813096
ARL9,1.0723927,0.59480894,0.283543686837914,0.7159748994268957
COL13A1,1.071994,0.489971,0.2837227532054335,0.7163662212174894
NCOA5,1.0708821,-0.20404385,0.2842224772896744,0.7174451920582299
VPS72,1.0705012,-0.08195705,0.28439378404018456,0.7177557406728468
ARHGAP4,1.0694404,0.04233626,0.2848712818414033,0.7188388205881732
ATRX,1.0689241,-0.021770258,0.28510389856966867,0.7193647501843142
CD52,1.0672395,0.59794575,0.28586367478922037,0.7209758794221638
TCEB1,1.0658388,0.028052503,0.28649651764793505,0.7224494071093251
HIST1H2BG,1.0656036,-0.038605046,0.28660285402867647,0.7226562634696945
ALG6,1.0653455,-0.30489668,0.28671962356988434,0.7228280962865331
ADAMTS16,1.0644482,7.42716,0.28712567641438014,0.72379039735725
LIMS2,1.0641006,2.1730428,0.28728311171484433,0.7241258698387136
ROBO4,1.0639907,4.109613,0.28733290117227717,0.7241576841952888
MRLN,1.0639447,3.7605853,0.28735374499969724,0.7241576841952888
ZNF566,1.0639114,-0.11290942,0.2873687995096429,0.7241576841952888
RP11-398C13.6,1.0637684,-0.14014813,0.2874336557908619,0.7242597362398048
SYN3,1.0636022,2.3264434,0.28750894778795666,0.724388064111458
CITF22-92A6.1,1.0635229,0.13882777,0.287544860965242,0.7244171624368362
PIK3AP1,1.0630909,2.0202906,0.2877406989329032,0.7248491232205381
ATAD3C,1.0625159,0.09447622,0.28800156956384304,0.725444821064194
RP11-712L6.5,1.0624392,1.2974696,0.28803636436263513,0.7254710056411885
SLC26A11,1.0622704,-0.11396637,0.2881129228988889,0.7256023663012591
INPP5D,1.0616672,1.3092312,0.28838678991886657,0.7262305771709715
ODAM,1.0611892,1.0696206,0.2886039193095521,0.7266688962365354
LNPEP,1.0611176,-0.22728658,0.2886364401446274,0.7266746210686035
SESN1,1.0609694,-0.14479864,0.2887038125886816,0.7267826991532699
HAUS3,1.0603125,-0.09530292,0.28900246973643684,0.72747294553619
MRPL23,1.0600876,-0.39876747,0.28910478148926544,0.7276688790332964
ESYT3,1.0592057,0.7072266,0.28950612541121123,0.7286173714958137
SLC15A3,1.0591393,0.205655,0.2895363868171027,0.728631856896565
BZRAP1-AS1,1.0590523,0.75432926,0.2895759626389567,0.7286697780250592
ZNF227,1.058945,-0.2216983,0.2896248554481432,0.7287251244753868
ZBTB14,1.0588964,-0.21422674,0.28964697544984097,0.7287251244753868
ALS2CR11,1.0587097,0.8524625,0.2897319734066124,0.7288772963278455
TRAPPC11,1.057989,-0.22650717,0.29006047941848,0.7295802584002763
VRK3,1.0572425,-0.21899655,0.29040089869138785,0.7303129426364743
WWTR1-AS1,1.0571071,0.4191906,0.29046271593574635,0.7304066249084529
CCDC7,1.0565933,-0.16062182,0.29069723537743575,0.7307696827303936
EIF2B2,1.056583,-0.2721841,0.2907019037233092,0.7307696827303936
ZNF189,1.0565754,-0.12358936,0.29070540501581055,0.7307696827303936
RP11-420L9.5,1.056445,0.5602513,0.29076493132870507,0.7308575283791012
GTF2A1,1.0559875,-0.24908234,0.2909739219014673,0.7313210160520988
MVB12A,1.0545663,-0.0761187,0.29162372109565016,0.7327683680670131
INADL,1.0529739,-0.1532474,0.29235298129978116,0.7344766533997797
ZNF589,1.0528282,0.26929635,0.29241976444776474,0.7345823636638551
KCTD7,1.0525981,-0.294272,0.29252523238262207,0.7347852272055844
ZNF429,1.0520613,-0.1588954,0.2927714235627411,0.7351483449522098
ITGA1,1.0520153,1.6073447,0.29279253213485124,0.7351483449522098
DLGAP1-AS1,1.0519284,-0.45207328,0.29283240666991706,0.7351483449522098
RGS5,1.0518517,1.0426596,0.2928675931106489,0.7351483449522098
GPRIN2,1.0516293,0.2744036,0.29296964983913476,0.7353424445945462
PTPMT1,1.0514121,-0.18547921,0.29306938348931444,0.7354862699081635
MOCS3,1.0513967,-0.20565638,0.29307642437264725,0.7354862699081635
CENPI,1.0496713,0.20919561,0.29386924863912767,0.7373514236107327
ICOSLG,1.0494003,-0.046336506,0.2939938819721044,0.7376018979560021
AC240274.1,1.0491371,-0.11938855,0.2941150218986679,0.7378435661587153
MRVI1,1.0489428,5.530556,0.2942044281553803,0.7379905497635859
RP11-338I21.1,1.0489019,1.6384445,0.2942232528469225,0.7379905497635859
PCDHGA8,1.0487639,1.8844824,0.29428679214294307,0.7380876584383067
KCNJ2,1.048498,4.467271,0.294409190038465,0.7382842941482162
C11orf86,1.048452,2.6036952,0.29443037775338765,0.7382842941482162
RP11-266J6.2,1.0484163,3.161682,0.29444685779385904,0.7382842941482162
AKR1B10,1.048378,0.1468994,0.29446451566621923,0.7382842941482162
AC079135.1,1.0482221,3.3228679,0.29453633165972315,0.7384020867823398
CNTNAP1,1.0479255,2.6576207,0.2946729321650753,0.7386199875285941
PPM1L,1.0473887,-0.06868345,0.29492033417346286,0.7391745687401676
POLDIP2,1.0473377,-0.0492005,0.2949439035258248,0.7391745687401676
AC093495.4,1.0471331,1.5522126,0.2950381935552776,0.7393485553290408
PDCD4-AS1,1.0469848,0.15486066,0.29510656645310285,0.7394575712413709
CELF4,1.0454512,0.60520035,0.29581449513343916,0.741106537226369
TGFB2-AS1,1.0450013,0.7557067,0.2960223696906028,0.7415023688298815
ARHGAP25,1.044306,0.82859665,0.2963438226387949,0.7422450407311337
PIGW,1.0439839,-0.21690404,0.29649281011856377,0.7425556539130101
RP11-93G5.1,1.0422765,0.7229285,0.2972835172227951,0.7442851816761004
RP11-126K1.6,1.0411109,0.43766263,0.2978240902350029,0.7454502630656908
RAB7A,1.0406917,0.022449555,0.29801866732740534,0.7458744979499784
HOXB7,1.0394008,-0.26810893,0.2986183556642491,0.7472495849995892
SASH1,1.0391707,-0.33136988,0.29872531534278035,0.7474543298061843
ZRSR2,1.0387005,-0.17135893,0.2989440680497554,0.7479387390881334
PANK1,1.038289,0.087459974,0.2991355643538731,0.7483365584174595
ZNF614,1.0382506,-0.025577864,0.29915340979214755,0.7483365584174595
SLC6A11,1.0374097,0.13779841,0.2995449984122809,0.7491900603795716
SFT2D3,1.0362747,-0.13614371,0.30007400637842496,0.7503869160344583
ZNF234,1.0359347,-0.1061348,0.30023259164225524,0.7506572189118041
AASDH,1.0341276,-0.2799329,0.30107653526411227,0.7525774378316814
IFNL1,1.0334731,7.492675,0.301382510935721,0.7532789338980995
KBTBD12,1.0324866,3.2726333,0.30184425623225153,0.7543062086530118
TIMM17A,1.0323689,0.00653429,0.30189931425762795,0.75435173141674
DISC1,1.032282,1.5360645,0.30194001361566425,0.75435173141674
AMPH,1.0322514,0.76387703,0.3019543789667708,0.75435173141674
LINC01119,1.032231,2.449738,0.30196395612020444,0.75435173141674
ABCA6,1.0320724,2.4116046,0.30203818591373177,0.7544737781881027
GHRLOS,1.0319523,2.0704746,0.30209446497734815,0.7545509683443794
FOXD1,1.0305822,1.3169218,0.3027367793385365,0.7559797547211896
RP11-511P7.5,1.0305694,-0.1119484,0.30274277534945027,0.7559797547211896
RP11-727F15.11,1.0303061,1.0842241,0.30286631074489856,0.7562247243347388
CLK2,1.029887,-0.28860137,0.3030630770445526,0.7565889563195367
DNAH3,1.0297847,0.8841591,0.3031110817142505,0.7566452684585517
TMEM154,1.0289438,0.019266117,0.3035061118890443,0.7575677656814098
GOLGA6L4,1.028545,0.6263455,0.30369354054623987,0.7579719668480945
SPATA24,1.028205,0.09031241,0.3038533962101082,0.7583072880237659
ZC3H12C,1.0281284,0.6238637,0.3038894616035036,0.7583336434626079
CTB-131K11.1,1.0262905,0.51963913,0.30475467963098724,0.7604289098244498
LUC7L,1.0258458,-0.24880767,0.30496431028159243,0.7608242857528602
NKG7,1.0256745,1.214545,0.3050450556408445,0.7608980402155393
METTL18,1.0252451,-0.14621958,0.3052475839927815,0.7612116426115385
RP11-2B6.2,1.024969,0.08730949,0.3053778278863517,0.7614725726723327
INTS2,1.0246111,-0.30849314,0.3055467174209012,0.7617659356930787
STON2,1.0238494,0.03829088,0.3059064170916965,0.7624709111733936
RP11-434E6.4,1.0221266,-0.018911134,0.3067210011854432,0.7643731060470023
KREMEN1,1.0215846,-0.05759147,0.30697751732338097,0.7648841467004178
FERMT3,1.020777,0.35571522,0.30736013522872774,0.7656819156995807
SH2B2,1.0206772,0.3005737,0.3074073789378622,0.7656819156995807
TEX9,1.0206287,-0.2394162,0.3074303968453477,0.7656819156995807
RIMKLB,1.0200382,-0.12129674,0.3077103374051896,0.7662567913016494
HFE,1.0199871,-0.213763,0.30773458261638564,0.7662567913016494
AKAP7,1.0187091,0.14503981,0.3083411237940301,0.767564362185186
COPS6,1.0183563,0.019924788,0.30850866830465706,0.7678627352002653
SGSM2,1.0179524,-0.18084414,0.30870056854288475,0.7681474604138917
AC002480.3,1.0171907,5.409418,0.30906272173490734,0.7689015376565493
LINGO2,1.017068,3.6852374,0.309121081383941,0.7689015376565493
ABCA8,1.0170323,3.4915466,0.30913810432013267,0.7689015376565493
DSC3,1.0170118,2.7058382,0.30914783199041407,0.7689015376565493
RP3-323A16.1,1.0169888,1.8035277,0.30915877586130047,0.7689015376565493
SEMA6B,1.0167868,1.0872778,0.309254849715799,0.7690420739979562
GPBP1,1.0167613,-0.05205737,0.3092670123698773,0.7690420739979562
SLAMF8,1.0166923,2.28593,0.30929985311484554,0.7690594190218851
IQSEC2,1.0162398,-0.24613823,0.30951519951334894,0.7695305148532824
RP11-343H5.6,1.0158615,1.8089747,0.3096953391936311,0.7698496380105537
ACAP2,1.0154346,-0.09166835,0.30989868806052834,0.7702134167234514
JAK3,1.0153912,1.3993558,0.30991939318869177,0.7702134167234514
RP11-588G21.2,1.0153043,1.0334779,0.30996080618578936,0.7702519557310552
SEMA4D,1.0137603,0.0061748736,0.31069710499879666,0.7717591497852315
TTI1,1.0136325,-0.10891727,0.3107581085748441,0.7718461985010308
ASMTL,1.0131137,-0.19737995,0.31100586427631116,0.7723325283995289
LINC00519,1.0127941,0.8051383,0.31115848801467416,0.7726470122048026
GTF2H2C,1.012329,-0.14316073,0.31138079649900774,0.7731344653281834
NPHP4,1.0121858,-0.073828265,0.311449220177602,0.773239784864783
RING1,1.011874,-0.26231682,0.31159832037631363,0.7735453669323649
BORCS8-MEF2B,1.0109589,0.3794409,0.3120361155486171,0.7745675257644876
ABHD16A,1.0105013,-0.2993398,0.3122551650844182,0.7749171875014612
RP1-317E23.3,1.0102866,0.56171834,0.3123579942030592,0.7751076816591186
RP11-758M4.4,1.0099977,0.45443615,0.3124963590412131,0.7753863175642484
MYH10,1.0093536,-0.09348604,0.31280507027918314,0.7759671669715529
DUSP8,1.009346,0.11701932,0.3128087466223063,0.7759671669715529
THAP10,1.0087963,0.010213181,0.31307229197370623,0.7765561405901567
CARD8,1.0077229,-0.19388652,0.31358754636873354,0.7777693123274569
RP11-166P13.4,1.0064319,0.9997988,0.3142078169100364,0.7791777331264481
TTN,1.0060971,0.12477677,0.314368850487989,0.7795120533366172
RP11-736K20.6,1.0048447,0.32984525,0.3149716708850224,0.7808114632669978
SEC22C,1.0047373,-0.20823388,0.31502337652917534,0.7808745355849913
TRERF1,1.00463,-0.17671262,0.31507508775089366,0.7809376112118473
GRIA2,1.0038325,0.115622,0.3154594028675708,0.7817598287599168
B3GNT8,1.0036663,0.09175546,0.31553950725811175,0.7818931718731091
TMEM109,1.002838,-0.11706565,0.3159389960933561,0.7826873996703679
RP11-159G9.5,1.0026668,-0.1686562,0.3160216478554094,0.7828269312409305
AC005537.2,1.0015447,4.5906954,0.31656355312513096,0.7840784286473655
APBA1,1.0015115,3.1372535,0.3165796097235941,0.7840784286473655
LINC00592,1.0012814,1.564502,0.31669078544551366,0.7842231301450369
