gene_symbol,ig_mean,n_cells,ig_rank
TMSB10,0.008328041118058209,61,723
COPA,0.008327062527479773,11,724
ATP5MG,0.008322920562932268,24,725
KLK5,0.008292720158351585,16,726
ETFRF1,0.008289104715610543,12,727
MT-ND6,0.008276931448982885,26,728
RPL7A,0.008270613424462715,54,729
NUDT8,0.008270457542190949,18,730
SKIC8,0.008268086158204823,10,731
ITPA,0.008267657786536101,13,732
SF3B5,0.008235981708149548,23,733
ANP32B,0.008225651024582071,18,734
TCEA3,0.008224535098468716,11,735
SAYSD1,0.0082222965429537,10,736
CACUL1,0.008219976653344929,10,737
RHOV,0.008218863936649128,33,738
GPX4,0.00820832047768793,74,739
CNN2,0.008203070789862137,13,740
POLR1F,0.008174109197820403,14,741
MAPK13,0.008167911844793707,12,742
EIF4A2,0.008165598514356784,21,743
DHX29,0.008163263652628908,12,744
VAT1,0.008158373047730752,14,745
WDR5,0.008153165309605274,11,746
PDHA1,0.008151842522368367,14,747
EIF5B,0.00814518821425736,10,748
LRRFIP1,0.008139245212078094,12,749
TACSTD2,0.008136405718687456,32,750
MT-ATP6,0.00812929421372246,80,751
COX6C,0.00810654612723738,58,752
MREG,0.008103954267095436,11,753
AHNAK2,0.008098637596482322,21,754
RHOA,0.008085273848757004,52,755
S100A11,0.008083808673281683,97,756
STIP1,0.008076305712827227,11,757
COMMD1,0.008071047812700271,10,758
RPL6,0.00807046894367565,34,759
SMC3,0.008051571215037256,10,760
STK25,0.008051246920201396,14,761
PHB1,0.00804565369617194,25,762
ZNF706,0.008041462333898785,36,763
ESF1,0.00802437230013311,10,764
MRPS15,0.008022944654863423,39,765
DNAJB4,0.008019476220943034,10,766
GNL3,0.007985413055090854,12,767
HSF1,0.007978706091914015,24,768
ARL3,0.007968486545988444,11,769
MRPL18,0.007960243946978484,22,770
LMAN2,0.007957627512759677,19,771
GCAT,0.007945104612736032,20,772
CLTB,0.00793792001059046,16,773
ANXA5,0.007935602228495885,11,774
TAGLN2,0.007929304792238669,69,775
ADAM15,0.007925220669924536,33,776
QRSL1,0.007916810187069993,19,777
BZW1,0.007910864678426431,13,778
KHDRBS1,0.007909837974390635,12,779
DHTKD1,0.007909427850972862,10,780
SLC3A2,0.007905810058582574,20,781
TMBIM6,0.00790080671722535,20,782
CAV2,0.007894191364555256,23,783
TMEM165,0.007889291318133474,25,784
PRSS23,0.007888999305820713,15,785
RAB11B,0.007886275206692517,15,786
TMEM9,0.007883793841756415,32,787
RSL1D1,0.007882499230271648,42,788
IMPDH2,0.007867166919535712,19,789
UBA52,0.007854482162899027,60,790
GPC1,0.007853626022831751,13,791
FAM174C,0.007853398787119659,16,792
STEAP3,0.00784951935832699,15,793
TMEM9B,0.007849403530020605,11,794
DKC1,0.007839485188014805,16,795
FAAP20,0.007837232528760544,23,796
TXNDC17,0.007829272355108212,30,797
NGRN,0.007826564786955714,25,798
SARAF,0.0078028977538148565,15,799
SMARCB1,0.007800981098423815,18,800
KIN,0.007797771802870557,12,801
EIF4H,0.0077974069863557816,20,802
ENSA,0.007794611224777658,22,803
UCK2,0.007784880555024551,31,804
NECTIN2,0.007759439621059712,21,805
MFF,0.0077324489788484895,21,806
SLC39A6,0.007731766141880529,33,807
SCYL1,0.007716761234526833,15,808
PRXL2A,0.007714477926492691,10,809
UBE2D3,0.007685239985585212,10,810
ATP5F1D,0.007684741789426911,29,811
REEP5,0.007683474512305111,22,812
NOPCHAP1,0.007683168174340748,13,813
SELENOK,0.007672000812211384,12,814
TNFSF10,0.007665686089442008,18,815
INSIG1,0.007660853957834964,12,816
CFL1,0.007657091219898131,41,817
DNMT1,0.007655779301950877,11,818
SEC11C,0.00764786345534958,20,819
DNAJB6,0.007627574277908674,28,820
GATA3,0.007616209490648048,22,821
VMP1,0.0075953565338360415,35,822
GRHL1,0.00757401560258586,16,823
SELENOT,0.007572340855595509,19,824
HDLBP,0.007571073807775974,55,825
UBA5,0.007571071429993026,12,826
CLN3,0.007564481697045267,12,827
PRELID1,0.007561597498491979,39,828
RTL8B,0.007560599921271205,10,829
HINT1,0.00755564499247287,49,830
GOLPH3L,0.007549401044591584,11,831
MPST,0.007546553091378883,10,832
TMEM123,0.007514922487273536,54,833
COTL1,0.007510066755154791,24,834
TOMM70,0.007509589125850023,13,835
GSTK1,0.007503491422782341,15,836
NDUFA8,0.007503410591743887,10,837
RPL23,0.0074962290107376045,18,838
CD82,0.007490764511749149,25,839
DNAJC4,0.007489263713496792,17,840
MTDH,0.007486325501564092,70,841
LY6E,0.007482223098122631,32,842
PLK2,0.007477433674714782,11,843
RBBP6,0.007473970289408628,14,844
ATP5MC3,0.007470826622685073,54,845
RPL5,0.007469921833200549,44,846
TOB1,0.007466029015962373,33,847
SNAP29,0.007460339670069515,10,848
RALY,0.007460246702696447,26,849
BCLAF1,0.007456246514006385,14,850
CCT5,0.007453035246580839,50,851
COX7C,0.007452929499171053,12,852
TPI1,0.007444071513600647,75,853
KDSR,0.0074369608870862676,12,854
EMP2,0.007428888265470353,30,855
TUFM,0.0074284376078767,58,856
CTSD,0.007425762355086152,27,857
TXN2,0.007422224515775109,17,858
NOC2L,0.0074204221918162975,11,859
SLC25A25,0.007420336571522057,10,860
DNTTIP1,0.007417094416450709,10,861
ATP5PO,0.007415151055384841,18,862
APIP,0.007405859767459333,17,863
MRPL11,0.007402142862297801,18,864
RBM25,0.007397879613563418,12,865
NELFE,0.0073974950489803,13,866
PCNP,0.007395639604724506,17,867
GSPT1,0.007392135718772706,36,868
DEK,0.007385966703295708,25,869
TIMM13,0.007383596010705722,21,870
GLYATL2,0.007383456561141289,13,871
UBE2C,0.00738199595361948,10,872
UCHL5,0.007355050067417324,12,873
ARL8A,0.007343017350649461,12,874
RALA,0.007330136278390207,22,875
ARL6IP4,0.007327780161479798,18,876
FLAD1,0.007325095713467282,17,877
GLO1,0.007316420247661881,16,878
H2AC6,0.007316213042940944,14,879
DCXR,0.007306386154500376,38,880
CINP,0.007302198432047258,11,881
PPIG,0.00729006519952022,17,882
PYCARD,0.0072881174346548505,28,883
TMCO1,0.0072793118215486174,32,884
RPL14,0.007271144546067982,67,885
ENDOV,0.007267428872485955,12,886
MPG,0.007261375304403564,43,887
HMG20B,0.00725930265087465,22,888
RPLP2,0.00725657474201095,48,889
AHSA1,0.007244020790004959,13,890
TCEAL4,0.007240805542096496,16,891
NANS,0.007238468970172107,10,892
CEP57,0.00723794426607049,23,893
DEDD,0.007231402878567357,17,894
CDKN1B,0.0072300555607811975,11,895
SDHB,0.007229629656649195,16,896
UQCRH,0.007225384508757675,79,897
RALBP1,0.0072166268115064925,21,898
PSMD8,0.007199296631318118,35,899
MRPS35,0.007188340972788865,32,900
COX6B1,0.007183880615048111,20,901
DTYMK,0.007178354679906208,14,902
PDCD4,0.007173946204905708,18,903
GOLGB1,0.007169677678925486,13,904
PARK7,0.007167084935914587,27,905
PDP1,0.007163041292435743,11,906
MRPL21,0.007159670058172196,16,907
COX5A,0.007152427205626198,54,908
RPUSD3,0.007152316872687901,17,909
MRPL19,0.0071517101605422795,16,910
RPL21,0.0071464283973909914,38,911
RNF181,0.007132080043307864,13,912
IARS2,0.007126536578513109,13,913
CDC42EP1,0.007125459898573657,30,914
TMEM205,0.007122927396267187,12,915
POLR1C,0.007115278567653149,10,916
MRPL20,0.00711427234240215,22,917
HNRNPA1,0.007108605387307202,26,918
H3-3A,0.007088440053242569,96,919
TPD52L1,0.007083753722586802,42,920
MRPL45,0.007075839233584702,10,921
PSMD11,0.007074186508543789,10,922
RRBP1,0.007062949513783679,20,923
XRN2,0.007061302209930385,17,924
FXYD3,0.007054554997012019,11,925
ROGDI,0.007043187668646819,14,926
IFT22,0.007043173213023692,25,927
ERG28,0.007030806614478168,19,928
ATP6V1F,0.007015483656850381,39,929
MRPL4,0.007014558431881203,37,930
SRRM1,0.006997279217466712,20,931
ACTR3B,0.00698731259763008,20,932
DEGS1,0.006969713163562119,10,933
RAB22A,0.006969273905269802,11,934
SERTAD3,0.006968738892200318,11,935
DPM1,0.006965106607160785,22,936
ADSS2,0.006962945696432144,20,937
CD74,0.006952109795141344,24,938
NDUFA9,0.006943778515878049,11,939
NENF,0.0069348993114171885,39,940
PSMB6,0.006930094226263463,25,941
VDAC2,0.006922109009221543,43,942
PSMA4,0.006918720947578549,20,943
OXLD1,0.006917078967671841,10,944
ECE2,0.006909677074016894,17,945
NME4,0.006909429532242939,56,946
TAX1BP1,0.006906608527060598,24,947
ITPRID2,0.00690649306125124,16,948
LSM4,0.006892152996151708,50,949
AKIP1,0.006891773304563354,11,950
HAX1,0.0068900707046850584,16,951
TSEN15,0.00687074288310084,14,952
PNO1,0.006862017028170693,17,953
UPP1,0.0068619556725025175,10,954
ATP5F1C,0.006850388815759548,70,955
HSPH1,0.006842470857211285,18,956
ANXA4,0.00684138269474109,15,957
SNU13,0.006829533223062754,25,958
KTN1,0.006824787015960153,28,959
AQP3,0.006815610401099547,10,960
GSTM3,0.006804066666518338,16,961
HILPDA,0.006797905249792772,12,962
AIMP1,0.0067965289345011115,10,963
AKAP9,0.006776050212519134,17,964
CREB3L4,0.006774248475650032,19,965
RHEB,0.006764448085353554,48,966
GRINA,0.00676268437803772,57,967
SRSF10,0.0067623589379114234,14,968
CISD2,0.006750748463673517,10,969
TMEM147,0.006747962906956673,33,970
HYI,0.006747023270387824,12,971
AGR2,0.006742480507289822,11,972
DESI1,0.006735160996738289,14,973
SRRM2,0.006734469697291318,26,974
AK4,0.006729561438345734,17,975
UGP2,0.00672537649734295,32,976
DDX46,0.006722658767830581,10,977
PYGB,0.006719210844797392,12,978
PSME3,0.006718101660506084,13,979
ARGLU1,0.0067040397963650964,17,980
BOLA3,0.0067037010192871095,25,981
TMEM254,0.006700904220148611,12,982
TAF1D,0.0066924039948437555,38,983
PIGT,0.006691979626193643,25,984
TMED3,0.006689625733997673,49,985
ITGB1BP1,0.006682589294060189,17,986
MRPL9,0.0066801416151544175,19,987
AP2S1,0.006676751728677614,33,988
ATP5F1B,0.006669609010434494,39,989
C1QBP,0.0066654447772357935,46,990
NDUFB4,0.006664194054875142,44,991
EIF3L,0.0066574725171770245,34,992
ISOC2,0.006655533513468172,18,993
TRNT1,0.006654060841538012,10,994
PMVK,0.0066490615281509236,16,995
MIX23,0.006635393182347927,14,996
MRPS10,0.006632412244057791,11,997
PSMC3,0.006631515521023955,14,998
ODR4,0.006627230582615504,13,999
TRA2B,0.006626906036399305,10,1000
SWI5,0.006614035040211792,13,1001
MARCHF5,0.006603100578234132,14,1002
PDIA4,0.006592996651306748,15,1003
LSR,0.006591486329853069,16,1004
ABHD11,0.0065849886441631525,33,1005
CIAO1,0.006582827878777276,11,1006
MEST,0.006582268759042823,14,1007
LDOC1,0.006570615445352381,21,1008
MRPL32,0.0065685439816055196,24,1009
GNPNAT1,0.006567805611456816,13,1010
RPL36AL,0.0065672297579502424,14,1011
DNAJC19,0.006564422405790538,20,1012
POLR3K,0.006560957489354122,18,1013
YIF1B,0.006560939422342926,17,1014
BNIP3,0.006556776145854118,22,1015
HDGF,0.006544741727835076,22,1016
BET1,0.006544318418794622,12,1017
MYDGF,0.006543984778949784,36,1018
ERGIC1,0.0065427770287814465,11,1019
SLC25A22,0.006537965871393681,10,1020
PMM2,0.0065341081089255485,11,1021
CTNNBIP1,0.006521156207203272,22,1022
TMED10,0.006520925329603029,33,1023
CHMP2B,0.006518999193212948,20,1024
FUS,0.0065183254561046716,52,1025
GNPTG,0.006516233278328881,17,1026
SDHAF3,0.006515377972391434,16,1027
MED19,0.006510236902007212,12,1028
EIF2AK4,0.006492528201003249,12,1029
POLR1D,0.006479074712842703,24,1030
COA8,0.006476763508875261,11,1031
PGD,0.006473288767867618,27,1032
ATP5PF,0.006466780315219823,21,1033
GOLGA4,0.006456623099934818,22,1034
SDHC,0.00645503617989881,37,1035
TAF7,0.006455002252810768,14,1036
C1orf35,0.006446948278033615,19,1037
MANSC1,0.006444348348304629,10,1038
CS,0.0064441534711725335,11,1039
SH3GLB1,0.006442907033488154,12,1040
RPL35A,0.006439837777855782,39,1041
RNPEP,0.006437649285154683,14,1042
ATIC,0.00643521112838893,14,1043
EIF3K,0.006432769356511666,28,1044
PEX11A,0.006432207120815292,10,1045
NAA38,0.0064301339637798565,21,1046
SNRPC,0.0064276958612026645,20,1047
ENTREP3,0.0064191822428256275,15,1048
MYL6,0.006418526983387502,28,1049
TM9SF2,0.006404493702575564,22,1050
MRPL33,0.006391064052877482,16,1051
CHMP4B,0.006390760750946356,16,1052
NCOA7,0.00638718022050203,14,1053
CNPY2,0.006385178072378039,11,1054
GYG1,0.006383691425435245,10,1055
GCSH,0.0063776559028257095,36,1056
NDUFV3,0.0063716269699701416,12,1057
NDUFB2,0.006369310828934734,36,1058
OXA1L,0.0063692283583804965,13,1059
MAL2,0.0063684004675120705,44,1060
ARFIP2,0.006359421071829274,20,1061
RANBP1,0.006356245226925239,34,1062
PRRG4,0.00635188196611125,12,1063
ZFYVE21,0.006351292746451994,15,1064
TSC22D1,0.006349448304574348,19,1065
SLC25A36,0.006346393349016772,19,1066
OSTC,0.006345373038625853,22,1067
CAP1,0.006344926758454396,13,1068
SCAMP3,0.006331797217717395,20,1069
DCBLD2,0.006329977000132203,10,1070
UQCRC2,0.006323553192695337,35,1071
F11R,0.006322129532539596,12,1072
HLA-DPA1,0.006318316959282931,17,1073
MPC1,0.006316630626455522,13,1074
UQCC4,0.006314068547605227,12,1075
SLC35A2,0.0063045861121887965,12,1076
AURKAIP1,0.00630315748826802,37,1077
ERCC1,0.006297857190171878,12,1078
TMEM183A,0.006287236663478392,27,1079
MAP3K13,0.006285222951861981,19,1080
NDUFB3,0.006282817184304197,12,1081
RPS10,0.006280324970638114,28,1082
CLNS1A,0.006279463157018957,24,1083
STMN1,0.006278829585250107,31,1084
ZFAND2A,0.006271014729624286,17,1085
PAF1,0.006267479104942388,11,1086
ARL5A,0.006261037945348237,21,1087
STRAP,0.006260789424909199,47,1088
LSM5,0.006257672662503042,42,1089
ACADVL,0.0062540193418196095,12,1090
PSMB4,0.00624911653479406,24,1091
CIRBP,0.006249089946504682,10,1092
JAGN1,0.006248901461196297,17,1093
NDUFS7,0.0062464611467228015,11,1094
NUDC,0.006242025776171229,27,1095
ZFR,0.006232832812450149,11,1096
YWHAG,0.006230208091437817,12,1097
CIB1,0.006217720857377918,21,1098
NDUFAF6,0.006217385374475271,10,1099
OPTN,0.0062097213308637345,15,1100
VPS36,0.00620740834115581,11,1101
METTL5,0.006197024350835671,31,1102
B3GNT2,0.006192595884203911,10,1103
CD46,0.006179461130765655,24,1104
NCBP2,0.006176920222619979,13,1105
NDUFC1,0.006176328243842969,15,1106
KRTCAP3,0.0061709965682692,36,1107
PGM3,0.006169328582473099,10,1108
SPCS1,0.006167442272675948,36,1109
PTPRF,0.006161573378409705,23,1110
FDCSP,0.0061578629880814865,17,1111
VPS37A,0.006156768977896057,11,1112
MRPL41,0.0061560875456780195,25,1113
BCL2L12,0.006152180943172425,10,1114
NDUFV1,0.006151944469560736,28,1115
RFXANK,0.006148554118296418,13,1116
NME3,0.0061472170543105855,31,1117
PFDN5,0.0061412099643017755,11,1118
MLF1,0.006140514573021589,23,1119
TIMM17A,0.00613924496953354,43,1120
WDR83OS,0.006129416112324837,47,1121
SHMT2,0.00612449371097186,11,1122
PRCC,0.0061232056468725204,11,1123
BUD23,0.006119732411063619,38,1124
SLC5A6,0.006119374043515159,18,1125
FAM32A,0.006119297691232835,12,1126
MCM7,0.006106293125247414,11,1127
REEP3,0.0061024718529855216,15,1128
APPL1,0.006097372365184128,10,1129
RUVBL2,0.006092697172425688,15,1130
SMAD1,0.006091926966539838,11,1131
MRPS7,0.006090258148365787,14,1132
OPN3,0.006089757351825635,12,1133
PNRC2,0.006085416946846705,13,1134
KLHDC3,0.006083492530576352,21,1135
PDCD6,0.006083085751700876,69,1136
HTATIP2,0.00607799926135493,19,1137
RHPN2,0.006074628524947912,10,1138
CSDE1,0.006069807650055737,15,1139
PAQR4,0.006068356777541339,10,1140
B4GALT3,0.006059549457859248,10,1141
RUSC1,0.006050065365236472,17,1142
CDC123,0.006048010660534991,35,1143
SEC22B,0.006047290295828134,20,1144
FKBP3,0.0060435161710931705,13,1145
GAR1,0.0060423897494646635,11,1146
CCDC6,0.0060413317898145085,13,1147
ATP6V1G1,0.006035810989227944,42,1148
SMG5,0.006034306707218862,13,1149
TCEAL3,0.006033713243176373,13,1150
ASF1A,0.006030928425025195,10,1151
ASL,0.006029096432030201,10,1152
NBDY,0.006024695496307686,16,1153
RAN,0.006017106113266018,51,1154
ATP6AP2,0.006013235969779392,12,1155
MTA1,0.006008370614810182,35,1156
METTL26,0.006005260749423707,44,1157
DNAJC15,0.005997931314465989,28,1158
LAGE3,0.0059933857927616276,27,1159
CRIPT,0.0059932811727776425,16,1160
MRS2,0.005984191803938963,11,1161
TMEM14C,0.005983800215776576,43,1162
LURAP1L,0.0059823307577365386,12,1163
YWHAE,0.00597843013327712,13,1164
PDIA3,0.005976434248070433,51,1165
TOR1A,0.005976096040103585,10,1166
PYCR1,0.005976007658649574,44,1167
ICA1,0.005974031228106469,10,1168
GAMT,0.005970263165760447,11,1169
FH,0.005969826348258981,21,1170
LAMTOR5,0.005968821235001087,22,1171
GMFB,0.005967304851351814,11,1172
LSM1,0.005959973649375818,11,1173
APRT,0.005959627917036414,20,1174
GTF3C6,0.00595912529665622,21,1175
TOMM20,0.005957928799804958,85,1176
DUSP23,0.0059564546180150375,29,1177
NDUFV2,0.005955447795401726,35,1178
TMEM237,0.005954254376278682,11,1179
TTC39A,0.005952863542673489,15,1180
KCNN4,0.005949984705593023,18,1181
ANXA11,0.005944408655133364,14,1182
PSMA5,0.005943799525266513,20,1183
NASP,0.005942813848378137,12,1184
GSTZ1,0.005939829850103706,10,1185
EIF3E,0.005927259290519242,39,1186
CHMP3,0.005921967385802418,12,1187
HMGN3,0.0059156372473808,40,1188
BSG,0.005913317725970977,41,1189
EEF2,0.005912808756540089,38,1190
REXO2,0.005909534497833293,36,1191
ELOVL1,0.005909035224855567,12,1192
STAT3,0.005903509532799944,12,1193
C16orf87,0.0059013446560129525,10,1194
SDHA,0.005895267730872882,19,1195
AZIN1,0.005886793959441341,22,1196
NUDT4,0.0058855524138462815,11,1197
DNAJC3,0.005871483844450929,22,1198
HCFC1R1,0.005871250693287168,28,1199
ATP6AP1,0.005869936217398693,12,1200
FKBP4,0.005868145740230761,53,1201
SAV1,0.0058594030719673765,11,1202
MICOS10,0.005858087258405119,28,1203
PAFAH1B3,0.005857200361788273,34,1204
MPZL1,0.005855362099181447,18,1205
SLC35B2,0.0058530131209408864,16,1206
ZYX,0.005849055085412186,23,1207
SIRT7,0.0058432059828192,10,1208
GALE,0.0058426288993690505,11,1209
SMIM10L1,0.00584000452593165,19,1210
ARF5,0.005837384647351097,55,1211
SMCO4,0.005835418375985076,15,1212
SLC39A1,0.0058294627815485,16,1213
IGSF8,0.0058290016934430845,15,1214
FOXM1,0.005821945145726204,11,1215
RAB5IF,0.005820016830351532,34,1216
TMEM126A,0.005819277711755906,18,1217
UBE2L3,0.005818863103437859,24,1218
LSM2,0.005815583152760719,29,1219
AHCY,0.005811748862139542,22,1220
TPR,0.005808325991144075,17,1221
ZFTRAF1,0.005799920825908581,15,1222
PDCD5,0.005799095852472376,42,1223
ANP32A,0.005793631394309076,11,1224
MRPL3,0.0057893249547175535,35,1225
SAC3D1,0.005782799300504848,12,1226
AP1M2,0.005778252379968762,19,1227
CANT1,0.005777460231911391,12,1228
NABP2,0.0057759213054345716,18,1229
MMP14,0.005775853153318166,10,1230
PSMA3,0.005767487269622507,16,1231
DPM2,0.005766521593054326,13,1232
PAK4,0.005762581430774715,14,1233
NT5C3B,0.005760691610207273,11,1234
UCHL3,0.005760186574965094,21,1235
ENTPD6,0.005758716550190002,14,1236
ERLEC1,0.005758666223846376,30,1237
APMAP,0.0057497899906593375,16,1238
SLC25A6,0.0057473860633296845,39,1239
GTPBP4,0.005744931644968395,38,1240
EIF3F,0.005744114803182411,29,1241
MACROD1,0.005742583894364846,12,1242
RPF2,0.005738587509508112,14,1243
EIF6,0.005734062637202442,11,1244
YWHAH,0.005733201415172185,22,1245
POLR2K,0.005729192827577488,52,1246
SYNCRIP,0.005728074317348415,29,1247
TYW2,0.005727011943235993,10,1248
ACP1,0.005723217495388407,34,1249
RPUSD1,0.005718850705306977,11,1250
YKT6,0.005716108378361572,11,1251
ERGIC2,0.005715073236976476,34,1252
SEC13,0.00571347086224705,19,1253
ARPC1A,0.005712908284395881,72,1254
HOOK1,0.00571025024401024,15,1255
H2AJ,0.005709835137922044,41,1256
ATP5PD,0.005709224917854254,26,1257
RBCK1,0.005699473052200946,22,1258
LRIF1,0.005696921738597345,17,1259
LEMD1,0.0056886859238147736,20,1260
SORD,0.005686659831553698,10,1261
CFAP119,0.0056833888123616234,11,1262
ALKBH7,0.005682444432750344,29,1263
FAM98A,0.005680285814118439,14,1264
TFG,0.005679844476451928,33,1265
UBB,0.005679629788501188,25,1266
CFAP68,0.005678535956095028,17,1267
TMEM120A,0.005674566273228265,16,1268
EIF4EBP1,0.005674505031065029,34,1269
PFN2,0.005673063850762056,35,1270
TGIF1,0.005671404904740698,17,1271
TRAF7,0.00567112686985638,20,1272
TPD52L2,0.0056710610213205935,26,1273
SLC39A4,0.005671052646357566,15,1274
FDFT1,0.005666375642509333,14,1275
RARS1,0.005655984568875283,10,1276
MEA1,0.005652277029003017,20,1277
GLRX2,0.005649168869819154,22,1278
TXNL4A,0.005647239079487256,22,1279
NICOL1,0.005643397030469619,19,1280
RPL3,0.0056416673439040705,48,1281
CHMP4C,0.005635919107589871,11,1282
VCP,0.005631785473430201,17,1283
BRIX1,0.0056279948621522635,16,1284
YY1,0.005627715162700042,20,1285
IFRD1,0.005626962245018644,11,1286
SLC25A37,0.0056230148878127625,26,1287
YTHDF2,0.005622707198684415,15,1288
TMED4,0.0056220187883203225,15,1289
TMEM41A,0.005620833474677056,10,1290
UBN1,0.005611274878240444,11,1291
FBL,0.005607619932076583,30,1292
PIGF,0.0056075487130632,12,1293
TMOD3,0.005604885858841813,13,1294
EMC3,0.005596504127606749,10,1295
MLEC,0.005593527004058505,29,1296
CEP15,0.005593482352196588,32,1297
SEPTIN11,0.00559131217111523,12,1298
NUDT16L1,0.005590115790255368,10,1299
ZDHHC24,0.0055773655185475945,12,1300
NDUFC2,0.005571139935636893,40,1301
NDUFAF8,0.005570374376036163,29,1302
LDLR,0.005570056691515044,13,1303
UGDH,0.005568168232540219,22,1304
GFUS,0.005567420673880564,23,1305
IDI1,0.005566114059183747,10,1306
ARV1,0.005563660113907912,17,1307
RTRAF,0.005563377000560815,22,1308
IAH1,0.005559114670177223,16,1309
HNRNPA3,0.005549162371411316,37,1310
NMRAL1,0.005545243706652208,19,1311
JMJD4,0.00554389210167126,13,1312
ZNF593,0.005540275055398346,41,1313
KPNB1,0.00553458221256733,10,1314
SERINC2,0.005532971269632172,36,1315
CSNK1A1,0.005530696830343611,24,1316
DPH3,0.005528202007553773,12,1317
FNBP4,0.005526418733643368,10,1318
SNRPB2,0.0055185783072374765,10,1319
MRPL34,0.005508428430307265,19,1320
COA4,0.005506830558130916,21,1321
RBIS,0.00549978102531491,27,1322
FDPS,0.005488213993465671,26,1323
USP1,0.005484386531558509,18,1324
IMPACT,0.005482679983187053,18,1325
BEX3,0.005481990907962124,18,1326
SNX8,0.0054813523311167955,21,1327
CACYBP,0.0054792072623968124,29,1328
CYB5R3,0.005474742761669824,26,1329
APH1A,0.005472970562621805,51,1330
RAB2A,0.005471208012964138,51,1331
SCP2,0.005469120861518951,21,1332
NFE2L3,0.005466099362820387,10,1333
CDK4,0.005464208310568762,33,1334
PNPLA4,0.0054624429903924465,11,1335
ANP32E,0.005460403044708073,10,1336
TFAM,0.005459689789197661,11,1337
MPHOSPH6,0.005454582103993744,12,1338
ANKRD37,0.0054543602745980024,11,1339
SIGMAR1,0.005439631193876266,25,1340
PSMB5,0.005435919895087584,39,1341
RBM17,0.005434671681584968,42,1342
MRPL58,0.005433769624990721,15,1343
IFT43,0.005427661584690213,10,1344
SLC75A1,0.005423258904678126,15,1345
NIPSNAP2,0.0054211805982049555,20,1346
IFT57,0.005414579869606174,13,1347
ANXA7,0.005413838582171593,24,1348
FIBP,0.00541363654505963,26,1349
CCT6A,0.005413354868684316,53,1350
SRD5A3,0.0054127066956695035,27,1351
PGRMC1,0.005407752301834989,32,1352
STAMBP,0.0054043271811679006,10,1353
EBPL,0.005399133119246234,46,1354
KRAS,0.005399070016044954,11,1355
RPS29,0.005397255203570239,20,1356
ATRAID,0.005393839009700279,29,1357
ERRFI1,0.005391125632741023,16,1358
EPRS1,0.005389169165864587,25,1359
MORF4L2,0.005387837400323608,18,1360
PIGX,0.005387445178348571,10,1361
ARPC2,0.00538333135918947,20,1362
BID,0.005380004132166505,15,1363
PSMB9,0.0053741533978609365,20,1364
HNRNPDL,0.005372155622086104,17,1365
MIMS2,0.005367443956749733,34,1366
RAB7A,0.005365288359921817,19,1367
SYCP2,0.00536157084570732,10,1368
KIF5B,0.005356974091709536,34,1369
COMT,0.005356303546577692,25,1370
TEX9,0.005353338783606887,13,1371
KXD1,0.005353268945327727,16,1372
ETF1,0.00535160404714671,11,1373
RAB13,0.005348589744066774,41,1374
ALDH9A1,0.00534838747285727,31,1375
BAZ1A,0.00534740667596149,12,1376
HADHB,0.00534247990581207,10,1377
GGCT,0.005342361597286072,48,1378
C1S,0.005341316595149692,16,1379
SYNE4,0.005341218511323229,13,1380
PRDX5,0.005337436574491415,47,1381
GUK1,0.005329581638882273,83,1382
SDHD,0.005326063064525702,21,1383
DRAP1,0.005321625183569267,24,1384
CPNE3,0.005308751073299032,33,1385
ALDH7A1,0.005306197688556635,13,1386
TMX2,0.005304905271623283,10,1387
YWHAB,0.00530044868556333,29,1388
VAPA,0.005297827489313579,31,1389
SSRP1,0.005295254482189193,10,1390
PON2,0.005293333550071111,16,1391
SERP1,0.005289555925952449,73,1392
EEF1B2,0.005276649232743488,62,1393
PABPC4,0.005272245756350458,10,1394
AARD,0.005266365982866513,28,1395
ATP5PB,0.005265288090976398,21,1396
POLB,0.005261095505292443,11,1397
ERH,0.005258294263983081,29,1398
BZW2,0.005256177585311782,34,1399
HDAC2,0.005254952101323225,37,1400
MLST8,0.0052539115131367,20,1401
CNIH1,0.005245535958238179,16,1402
VCF1,0.0052434750295315795,13,1403
HLA-B,0.005238773190649226,40,1404
PSMD4,0.005237834463413391,27,1405
SH3YL1,0.005230445346872632,24,1406
NFIC,0.0052301826265950995,21,1407
CHID1,0.005228145249808828,15,1408
ACO2,0.005226805675192736,12,1409
CISD3,0.005225808157896002,15,1410
KHDC4,0.005219271258366379,11,1411
LSM7,0.005212525864286969,15,1412
DDOST,0.005212046678934712,32,1413
ESRP1,0.005211139633320272,20,1414
SNRNP25,0.005209876332498554,14,1415
NARS1,0.005208008054813201,11,1416
YIF1A,0.005207003173007465,34,1417
FLOT1,0.0052020866351085715,24,1418
HACD3,0.005199944050135938,22,1419
EIF3A,0.00519730399767133,38,1420
TRNAU1AP,0.005195743532870741,12,1421
PSMD1,0.005191548680886626,10,1422
SUB1,0.005190337428036307,58,1423
OAT,0.005187386650290778,51,1424
AP1S1,0.005186760713781148,34,1425
KDM5B,0.0051854885671712946,23,1426
MLF2,0.00518077467612149,53,1427
DYNC2I2,0.0051745836026384495,16,1428
HNRNPR,0.0051744934012690055,22,1429
AGR3,0.005174339410256256,11,1430
TM2D1,0.005174243861498932,12,1431
YPEL2,0.005173056665807962,10,1432
FAM3C,0.005172191983244072,39,1433
ATP5F1E,0.005171140776448218,28,1434
