gene_symbol,wilcoxon_score,log2fc,pval,pval_adj
CD44,0.77531624,0.8162041,0.0,0.0
VIM,0.77266634,0.80344754,0.0,0.0
ANXA1,0.751111,0.71317613,0.0,0.0
ANXA2,0.7359633,0.7061764,0.0,0.0
S100A10,0.7328709,0.6353272,0.0,0.0
LGALS1,0.72164816,0.56719863,0.0,0.0
SOD2,0.6879283,0.5478507,0.0,0.0
TIMP1,0.6877995,0.51714027,0.0,0.0
FN1,0.654002,0.58633226,0.0,0.0
CYR61,0.6468426,0.54113126,8e-44,8.610418543890271e-41
CHI3L1,0.5896629,0.64512837,2.298545e-19,2.768526741584889e-17
